_id,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,match_status
2004-000985-12-ES,GSK,GSK,GSK,industry,accepted
2004-000986-37-BE,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2004-000990-78-AT,Lundbeck,Lundbeck,Lundbeck,industry,accepted
2004-000994-69-BE,Amersham Health,NA,NA,industry,accepted
2004-000996-33-DK,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001000-12-SK,AlgoRx Pharmaceuticals,NA,NA,industry,accepted
2004-001010-13-DK,Odense University Hospital,NA,NA,hospital,accepted
2004-001012-32-AT,Gloucester Pharmaceuticals,NA,NA,industry,accepted
2004-001020-20-AT,GSK,GSK,GSK,industry,accepted
2004-001021-22-CZ,GSK,GSK,GSK,industry,accepted
2004-001033-41-IT,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2004-001035-32-IT,Italian Sarcoma Group,NA,NA,unknown,accepted
2004-001036-23-IT,Novartis,Novartis,Novartis,industry,accepted
2004-001041-15-LV,Neuro3d,NA,NA,industry,accepted
2004-001043-30-IT,SIGMA-TAU,NA,NA,industry,accepted
2004-001044-72-IT,Sanofi,Sanofi,Sanofi,industry,accepted
2004-001052-36-DE,Novartis,Novartis,Novartis,industry,accepted
2004-001054-84-GB,NHS Lothian,NA,NA,hospital,accepted
2004-001056-36-ES,Institut de Recerca,NA,NA,unknown,accepted
2004-001060-50-ES,Novartis,Novartis,Novartis,industry,accepted
2004-001061-17-BE,Novartis,Novartis,Novartis,industry,accepted
2004-001062-40-DE,Novartis,Novartis,Novartis,industry,accepted
2004-001065-18-ES,Altana Pharma,NA,NA,industry,accepted
2004-001069-17-LT,Novartis,Novartis,Novartis,industry,accepted
2004-001072-39-AT,Altana Pharma,NA,NA,industry,accepted
2004-001075-20-LT,Fujisawa,NA,NA,industry,accepted
2004-001083-43-GB,Bayer,Bayer,Bayer,industry,accepted
2004-001086-17-GB,Medi-Flex,NA,NA,industry,accepted
2004-001090-25-AT,CV Therapeutics,NA,NA,industry,accepted
2004-001091-40-FI,Ipsen,Ipsen,Ipsen,industry,accepted
2004-001093-11-ES,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001098-25-ES,Zambon,NA,NA,industry,accepted
2004-001100-12-CZ,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2004-001101-10-BE,Novartis,Novartis,Novartis,industry,accepted
2004-001103-35-DK,Nordic Society for Gynecologic Oncology,NA,NA,unknown,accepted
2004-001105-96-AT,Merck,Merck KGaA,Merck KGaA / EMD Serono,industry,accepted
2004-001107-36-BE,AstraZeneca NV/SA,NA,NA,industry,accepted
2004-001108-11-DE,EORTC,EORTC,EORTC,unknown,accepted
2004-001109-81-CZ,Chiesi Farmaceutici,Chiesi Farmaceutici,Chiesi Farmaceutici,industry,accepted
2004-001113-33-BE,Universitair Ziekenhuis Gent,University Hospital Ghent,University Hospital Ghent,hospital,accepted
2004-001114-14-IT,SIGMA-TAU,NA,NA,industry,accepted
2004-001116-31-ES,Laboratorios del Dr. Esteve,NA,NA,industry,accepted
2004-001117-34-ES,PharmaMar,NA,NA,industry,accepted
2004-001118-15-ES,PharmaMar,NA,NA,industry,accepted
2004-001119-69-CZ,Laboratorios del Dr. Esteve,NA,NA,industry,accepted
2004-001124-20-DK,Sigrun Kjtrd,NA,NA,unknown,accepted
2004-001125-20-IT,Azienda Ospedaliera S. Luigi Gonzaga,NA,NA,unknown,accepted
2004-001126-24-BE,Universitair Ziekenhuis Gent,University Hospital Ghent,University Hospital Ghent,hospital,accepted
2004-001128-19-DK,BMS,Bristol-Myers Squibb,BMS,industry,accepted
2004-001130-16-ES,J. Uriach y Compañía,NA,NA,industry,accepted
2004-001132-23-IT,Novartis,Novartis,Novartis,industry,accepted
2004-001144-71-ES,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2004-001149-14-ES,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001150-88-ES,Menarini International Operation Luxembourg,NA,NA,industry,accepted
2004-001154-86-LV,Amgen,Amgen,Amgen,industry,accepted
2004-001155-11-BE,OSI Pharmaceuticals,NA,NA,industry,accepted
2004-001156-37-CZ,University Of Oxford,NA,NA,unknown,accepted
2004-001159-12-IT,Azienda Ospedaliera S. Carlo,NA,NA,unknown,accepted
2004-001162-40-DE,Eisai,Eisai,Eisai,industry,accepted
2004-001164-41-SE,Ipsen,Ipsen,Ipsen,industry,accepted
2004-001168-28-DE,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2004-001173-26-DK,GSK,GSK,GSK,industry,accepted
2004-001174-25-IE,Neurocure,NA,NA,industry,accepted
2004-001175-19-CZ,GSK,GSK,GSK,industry,accepted
2004-001177-25-HU,Schering-Plough,Merck & Co.,MSD / Merck & Co.,industry,accepted
2004-001178-13-CZ,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2004-001179-21-CZ,MannKind,NA,NA,industry,accepted
2004-001181-41-CZ,BMS,Bristol-Myers Squibb,BMS,industry,accepted
2004-001182-18-DK,GSK,GSK,GSK,industry,accepted
2004-001183-41-CZ,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2004-001186-17-BG,CSL Behring,CSL Behring,CSL Behring,industry,accepted
2004-001187-52-LV,Axonyx,NA,NA,unknown,accepted
2004-001190-25-CZ,Pfizer,Pfizer,Pfizer,unknown,accepted
2004-001197-10-HU,Novartis,Novartis,Novartis,industry,accepted
2004-001199-37-ES,GOTEL,NA,NA,unknown,accepted
2004-001200-12-BE,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001201-10-ES,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2004-001205-99-IT,Fujisawa,NA,NA,unknown,accepted
2004-001210-13-AT,Bracco Imaging S.p.A,NA,NA,industry,accepted
2004-001213-34-CZ,Dr. Falk Pharma,Dr. Falk Pharma,Dr. Falk Pharma,industry,accepted
2004-001216-31-CZ,Dr. Falk Pharma,Dr. Falk Pharma,Dr. Falk Pharma,industry,accepted
2004-001218-15-DE,Dr. Falk Pharma,Dr. Falk Pharma,Dr. Falk Pharma,industry,accepted
2004-001220-20-AT,Schering-Plough,Merck & Co.,MSD / Merck & Co.,industry,accepted
2004-001222-25-SE,Procter & Gamble,NA,NA,industry,accepted
2004-001223-37-ES,GSK,GSK,GSK,industry,accepted
2004-001224-21-DE,Roche,Roche,Roche,industry,accepted
2004-001225-16-AT,Orion Pharma,NA,NA,industry,accepted
2004-001234-17-BE,Pfizer SA/NV,NA,NA,unknown,accepted
2004-001236-23-AT,Serono International,NA,NA,industry,accepted
2004-001237-42-ES,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2004-001239-42-CZ,"RED VFB, s.r.o.",NA,NA,industry,accepted
2004-001241-14-AT,Institut de Recherche Pierre Fabre,NA,NA,industry,accepted
2004-001243-30-AT,Apogepha Arzneimittel,NA,NA,industry,accepted
2004-001246-33-AT,Tibotec Pharmaceuticals,NA,NA,industry,accepted
2004-001249-14-ES,GSK,GSK,GSK,industry,accepted
2004-001250-91-BE,GenVec,NA,NA,industry,accepted
2004-001252-36-DE,Chiesi Farmaceutici,Chiesi Farmaceutici,Chiesi Farmaceutici,industry,accepted
2004-001253-29-ES,PharmaMar,NA,NA,industry,accepted
2004-001258-94-DE,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001261-17-IE,InterMune,NA,NA,industry,accepted
2004-001262-40-ES,Investigador del estudio: Dr. Agustn Alomar Muntaola,NA,NA,unknown,accepted
2004-001263-22-EE,YM Biosciences,NA,NA,industry,accepted
2004-001264-45-BE,Lundbeck,Lundbeck,Lundbeck,industry,accepted
2004-001265-18-BE,Lundbeck,Lundbeck,Lundbeck,industry,accepted
2004-001270-77-ES,Equipo de doctores: Dr. Amado Andrs y Dr. Manuel Praga,NA,NA,unknown,accepted
2004-001272-39-ES,GP-PHARM,NA,NA,industry,accepted
2004-001273-26-ES,Novartis,Novartis,Novartis,industry,accepted
2004-001277-25-DE,SIGMA-TAU,NA,NA,industry,accepted
2004-001281-40-SE,Gottfries Clinic,NA,NA,hospital,accepted
2004-001285-40-BE,Universitair Ziekenhuis Gent,University Hospital Ghent,University Hospital Ghent,hospital,accepted
2004-001286-17-PT,Fundacin Espaola de Esclerosis Mltiple FEDEM,NA,NA,unknown,accepted
2004-001287-49-CZ,Sanofi,Sanofi,Sanofi,industry,accepted
2004-001298-24-ES,Roche,Roche,Roche,industry,accepted
2004-001299-38-ES,Metabolism and Nutrition Group of the SEMICYUC,NA,NA,unknown,accepted
2004-001301-10-IT,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001302-27-DE,UCB,UCB,UCB,industry,accepted
2004-001307-35-GB,Ferring Pharmaceuticals,Ferring Pharmaceuticals,Ferring Pharmaceuticals,industry,accepted
2004-001308-11-ES,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2004-001316-31-ES,ALK-Abello,ALK-Abello,ALK-Abello,industry,accepted
2004-001317-34-AT,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2004-001319-71-ES,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2004-001321-25-IT,Wyeth,Pfizer,Pfizer,industry,accepted
2004-001323-37-ES,H. 12 de Octubre / H. La Paz.,NA,NA,unknown,accepted
2004-001325-14-ES,GSK,GSK,GSK,industry,accepted
2004-001330-16-ES,Sanofi,Sanofi,Sanofi,industry,accepted
2004-001331-36-GB,EORTC,EORTC,EORTC,unknown,accepted
2004-001332-23-BE,EORTC,EORTC,EORTC,unknown,accepted
2004-001336-22-SE,Axonyx,NA,NA,industry,accepted
2004-001339-41-BE,UCB,UCB,UCB,industry,accepted
2004-001341-14-AT,Bayer,Bayer,Bayer,industry,accepted
2004-001346-33-ES,Gilead Sciences,Gilead Sciences,Gilead Sciences,industry,accepted
2004-001347-29-DK,Odense University Hospital,NA,NA,hospital,accepted
2004-001349-14-DE,NeoPharm,NA,NA,industry,accepted
2004-001356-37-DK,Nordic Society for Gynecological Cancer,NA,NA,unknown,accepted
2004-001361-18-BE,Novartis,Novartis,Novartis,industry,accepted
2004-001362-40-IT,Novartis,Novartis,Novartis,industry,accepted
2004-001363-22-CZ,Threshold Pharmaceuticals,NA,NA,industry,accepted
2004-001369-17-ES,Novartis,Novartis,Novartis,industry,accepted
2004-001373-26-ES,Menarini,NA,NA,industry,accepted
2004-001374-34-AT,Baxter,Baxter,Baxter,industry,accepted
2004-001376-39-CZ,Organon,Organon,Organon,industry,accepted
2004-001378-19-SE,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001379-20-SE,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001383-46-SE,Karolinska University Hospital,Karolinska University Hospital,Karolinska University Hospital,hospital,accepted
2004-001388-23-DE,Baxter,Baxter,Baxter,industry,accepted
2004-001390-26-DE,Baxter,Baxter,Baxter,industry,accepted
2004-001396-19-GB,Novartis,Novartis,Novartis,industry,accepted
2004-001397-92-GB,Novartis,Novartis,Novartis,industry,accepted
2004-001403-35-ES,Doctor Pere Domingo,NA,NA,unknown,accepted
2004-001404-12-ES,Laboratorios Rubi,NA,NA,industry,accepted
2004-001405-10-CZ,Lybar,NA,NA,industry,accepted
2004-001412-30-HU,Sanofi,Sanofi,Sanofi,industry,accepted
2004-001413-34-ES,Bonaventura Clotet Sala,NA,NA,unknown,accepted
2004-001417-33-AT,Amgen,Amgen,Amgen,industry,accepted
2004-001426-24-HU,"Prof. Heinz Ludwig, MD, Wilhelminenspital, First Department of Medicine and Medical Oncology",NA,NA,unknown,accepted
2004-001430-16-AT,Wyeth,Pfizer,Pfizer,industry,accepted
2004-001443-29-ES,Ipsen,Ipsen,Ipsen,industry,accepted
2004-001449-13-HU,BioGeneriX,NA,NA,industry,accepted
2004-001450-84-HU,BioGeneriX,NA,NA,industry,accepted
2004-001452-36-HU,BioGeneriX,NA,NA,industry,accepted
2004-001453-28-AT,Novartis,Novartis,Novartis,industry,accepted
2004-001455-11-GB,Renovo,NA,NA,industry,accepted
2004-001456-36-IT,GSK,GSK,GSK,industry,accepted
2004-001457-28-GB,Cell Therapeutics,NA,NA,industry,accepted
2004-001458-10-GB,Renovo,NA,NA,industry,accepted
2004-001460-42-DE,Sanofi,Sanofi,Sanofi,industry,accepted
2004-001461-18-ES,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2004-001467-22-ES,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001469-16-DE,GSK,GSK,GSK,industry,accepted
2004-001473-25-BE,Novartis,Novartis,Novartis,industry,accepted
2004-001474-12-GB,Research and Innovation Services,NA,NA,unknown,accepted
2004-001482-17-LT,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2004-001483-51-AT,Novartis,Novartis,Novartis,industry,accepted
2004-001485-41-AT,Institute for Neurodegenerative Disorders,NA,NA,unknown,accepted
2004-001487-43-GB,Norgine,NA,NA,industry,accepted
2004-001490-26-EE,CombinatoRx,NA,NA,industry,accepted
2004-001491-39-BE,Fujisawa Healthcare,NA,NA,industry,accepted
2004-001496-20-DE,University College London,NA,NA,academic,accepted
2004-001497-13-IT,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001500-13-ES,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001503-36-ES,Serono Internacional,NA,NA,industry,accepted
2004-001507-35-CZ,Pharmion,NA,NA,industry,accepted
2004-001511-54-IE,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001512-31-ES,Industrial Farmacéutica Cantabria,NA,NA,industry,accepted
2004-001518-15-DK,Hvidovre Hospital,NA,NA,hospital,accepted
2004-001521-19-CZ,SEVAPHARMA a.s.,NA,NA,industry,accepted
2004-001525-21-ES,ORVACS,NA,NA,industry,accepted
2004-001529-88-AT,Medical University Of Vienna,NA,NA,unknown,accepted
2004-001538-18-SE,LETI Pharma,NA,NA,industry,accepted
2004-001540-71-AT,Jerini,NA,NA,industry,accepted
2004-001545-15-ES,Schering,NA,NA,industry,accepted
2004-001546-32-FI,Novartis,Novartis,Novartis,industry,accepted
2004-001548-60-HU,Roche,Roche,Roche,industry,accepted
2004-001549-13-IT,GSK,GSK,GSK,industry,accepted
2004-001551-11-SE,Lund University,NA,NA,hospital,accepted
2004-001552-37-GB,University of Birmingham,University Of Birmingham,University Of Birmingham,unknown,accepted
2004-001557-29-BE,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001558-10-CZ,EORTC,EORTC,EORTC,unknown,accepted
2004-001559-12-DK,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001562-41-ES,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2004-001563-21-ES,Immunomedics,NA,NA,industry,accepted
2004-001569-16-ES,Baxter,Baxter,Baxter,industry,accepted
2004-001580-22-DE,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2004-001583-52-SE,Lund University,NA,NA,hospital,accepted
2004-001586-18-GB,Wyeth,Pfizer,Pfizer,industry,accepted
2004-001588-22-IT,Azienda Sanitaria Ospedaliera S. Giovanni Battista di Torino,NA,NA,unknown,accepted
2004-001589-42-AT,NeuroBiotec,NA,NA,industry,accepted
2004-001590-26-IT,Ospedale San Raffaele,Ospedale San Raffaele,Ospedale San Raffaele,hospital,accepted
2004-001593-10-GB,Merck,Merck KGaA,Merck KGaA / EMD Serono,industry,accepted
2004-001594-25-AT,Merck,Merck KGaA,Merck KGaA / EMD Serono,industry,accepted
2004-001600-12-HU,Omninvest,NA,NA,industry,accepted
2004-001601-10-FR,CHU de Rennes,NA,NA,hospital,accepted
2004-001605-10-IT,IRCCS Istituto Nazionale dei Tumori,NA,NA,unknown,accepted
2004-001607-35-GB,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001608-11-GB,Shire,Takeda,Takeda,industry,accepted
2004-001609-89-AT,Peninsula Pharmaceuticals,NA,NA,unknown,accepted
2004-001610-14-AT,"Univ. hospital, Dpt. of anaesthesia",NA,NA,hospital,accepted
2004-001611-58-LT,JSC Grindeks,NA,NA,industry,accepted
2004-001613-34-CZ,Schering,NA,NA,industry,accepted
2004-001614-13-DE,Schering,NA,NA,industry,accepted
2004-001616-31-IT,Guidotti,NA,NA,industry,accepted
2004-001617-34-BE,Fujisawa,NA,NA,industry,accepted
2004-001620-21-EE,LAB Pharma,NA,NA,industry,accepted
2004-001621-16-CZ,University College London,NA,NA,academic,accepted
2004-001622-24-IE,University of Newcastle,NA,NA,hospital,accepted
2004-001623-38-AT,Baxter,Baxter,Baxter,industry,accepted
2004-001633-42-GB,NHS Grampian,NA,NA,hospital,accepted
2004-001637-41-BE,Pfizer Consumer Healthcare cva/sca,NA,NA,industry,accepted
2004-001644-80-HU,Fujisawa,NA,NA,industry,accepted
2004-001646-32-ES,Dr. Gerhard Mann chem.-pharm. Fabrik GmbH,NA,NA,unknown,accepted
2004-001647-30-IT,A.I.E.O.P. - Associazione Italiana Ematologia Oncologia Pediatrica,NA,NA,unknown,accepted
2004-001648-64-LT,Ardana,NA,NA,industry,accepted
2004-001653-28-GB,The Leeds Teaching Hospitals NHS Trust,NA,NA,hospital,accepted
2004-001657-29-ES,Tibotec Pharmaceuticals,NA,NA,industry,accepted
2004-001658-10-BE,Tibotec Pharmaceuticals,NA,NA,industry,accepted
2004-001662-41-HU,Basilea Pharmaceutica International,NA,NA,industry,accepted
2004-001664-50-IT,Italfarmaco,NA,NA,industry,accepted
2004-001666-40-BE,Novartis,Novartis,Novartis,industry,accepted
2004-001667-22-AT,Merck,Merck KGaA,Merck KGaA / EMD Serono,industry,accepted
2004-001672-39-ES,Dr. Gerhard Mann chem.-pharm. Fabrik GmbH,NA,NA,unknown,accepted
2004-001673-25-IT,Ospedale San Raffaele,Ospedale San Raffaele,Ospedale San Raffaele,hospital,accepted
2004-001674-80-BE,Mitsubishi Pharma,NA,NA,industry,accepted
2004-001677-26-CZ,Sanofi,Sanofi,Sanofi,industry,accepted
2004-001680-22-DE,GSK,GSK,GSK,industry,accepted
2004-001681-40-GB,Altana Pharma,NA,NA,industry,accepted
2004-001682-17-ES,Sanofi,Sanofi,Sanofi,industry,accepted
2004-001685-40-SK,Roche,Roche,Roche,industry,accepted
2004-001688-23-DK,Roche,Roche,Roche,industry,accepted
2004-001690-26-GB,Craigavon Area Hospital Group Trust,NA,NA,hospital,accepted
2004-001692-19-DE,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2004-001696-19-ES,Spanish Cooperative Group for Gastrointestinal Tumour Therapy,NA,NA,cooperative_group,accepted
2004-001700-12-ES,Spanish Cooperative Group for Gastrointestinal Tumour Therapy,NA,NA,cooperative_group,accepted
2004-001701-97-GB,Royal Group Hospitals Trust,NA,NA,hospital,accepted
2004-001712-31-GB,NHS Lothian,NA,NA,hospital,accepted
2004-001713-34-GB,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001716-31-DE,Swedish Orphan Biovitrum,NA,NA,industry,accepted
2004-001718-15-AT,Roche,Roche,Roche,industry,accepted
2004-001719-77-CZ,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2004-001720-21-GB,Takeda,Takeda,Takeda,industry,accepted
2004-001721-13-GB,Takeda,Takeda,Takeda,industry,accepted
2004-001724-20-HU,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2004-001729-11-AT,EBEWE Pharma Ges.m.b.H Nfg.KG,NA,NA,industry,accepted
2004-001730-17-ES,Johnson & Johnson,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2004-001731-28-FI,FOURNIER Laboratories Ireland,NA,NA,industry,accepted
2004-001735-37-SI,Ferring Pharmaceuticals,Ferring Pharmaceuticals,Ferring Pharmaceuticals,unknown,accepted
2004-001737-41-SE,Mekos Laboratories,NA,NA,industry,accepted
2004-001738-17-IT,G.I.M.E.M.A. Gruppo Italiano Malattie Ematologiche dell'Adulto,NA,NA,unknown,accepted
2004-001739-53-IT,G.I.M.E.M.A. Gruppo Italiano Malattie Ematologiche dell'Adulto,NA,NA,unknown,accepted
2004-001746-32-DE,EORTC,EORTC,EORTC,unknown,accepted
2004-001748-66-ES,BIAL-Portela Ca,NA,NA,industry,accepted
2004-001749-13-AT,AESCA Pharma,NA,NA,industry,accepted
2004-001750-81-DE,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2004-001754-92-DE,Novartis,Novartis,Novartis,industry,accepted
2004-001756-36-BE,LYSARC,LYSARC,LYSARC,unknown,accepted
2004-001766-40-DE,Sanofi,Sanofi,Sanofi,industry,accepted
2004-001770-40-GB,Bayer,Bayer,Bayer,industry,accepted
2004-001773-26-BE,Bayer,Bayer,Bayer,industry,accepted
2004-001778-21-DE,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001779-20-BE,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001782-18-CZ,Merz Pharmaceuticals,Merz Pharmaceuticals,Merz Pharmaceuticals,industry,accepted
2004-001786-18-IT,European Association of Urology,NA,NA,unknown,accepted
2004-001789-42-ES,Menarini,NA,NA,industry,accepted
2004-001805-90-ES,Fresenius Kabi,NA,NA,industry,accepted
2004-001806-29-HU,Arakis,NA,NA,industry,accepted
2004-001810-16-BE,EORTC,EORTC,EORTC,unknown,accepted
2004-001814-14-CZ,GSK,GSK,GSK,industry,accepted
2004-001823-39-SE,GSK,GSK,GSK,industry,accepted
2004-001825-69-IT,Therakos,NA,NA,industry,accepted
2004-001827-39-IT,Ospedale San Raffaele,Ospedale San Raffaele,Ospedale San Raffaele,hospital,accepted
2004-001838-16-CZ,Altana Pharma,NA,NA,industry,accepted
2004-001841-14-BE,Sanofi,Sanofi,Sanofi,industry,accepted
2004-001842-34-AT,Johnson & Johnson,Johnson & Johnson,Janssen / Johnson & Johnson,industry,accepted
2004-001845-13-CZ,Ipsen,Ipsen,Ipsen,industry,accepted
2004-001853-27-AT,Bioenvision,NA,NA,industry,accepted
2004-001854-10-DE,Roche,Roche,Roche,industry,accepted
2004-001855-12-DE,Roche,Roche,Roche,industry,accepted
2004-001856-35-BE,UCB,UCB,UCB,industry,accepted
2004-001858-90-AT,EORTC,EORTC,EORTC,cooperative_group,accepted
2004-001860-27-AT,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001862-42-IE,Clinical Research Facilities,NA,NA,industry,accepted
2004-001876-37-DE,Amsterdam UMC,Amsterdam UMC,Amsterdam UMC,unknown,accepted
2004-001883-39-AT,Schering,NA,NA,industry,accepted
2004-001888-21-GB,Pharmaxis,NA,NA,industry,accepted
2004-001894-24-DE,GSK,GSK,GSK,industry,accepted
2004-001896-21-FI,Chiron,NA,NA,industry,accepted
2004-001900-12-ES,Vall D'hebron Institut De Recerca,NA,NA,hospital,accepted
2004-001901-81-IT,AISAR - Associazione Italiana per lo Studio degli Antimicrobici e delle Resistenze,NA,NA,unknown,accepted
2004-001904-10-AT,Pierre Fabre,Pierre Fabre,Pierre Fabre,industry,accepted
2004-001905-93-ES,GSK,GSK,GSK,industry,accepted
2004-001906-29-BE,GSK,GSK,GSK,industry,accepted
2004-001907-36-GB,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2004-001909-10-GB,University Of Dundee,NA,NA,unknown,accepted
2004-001910-15-AT,Stallergenes,NA,NA,industry,accepted
2004-001914-15-ES,Pfizer,Pfizer,Pfizer,industry,accepted
2004-001915-78-GB,Institut Pasteur,NA,NA,unknown,accepted
2004-001918-13-GB,University of Wales College of Medicine,NA,NA,academic,accepted
2004-001922-26-BE,Bioheart,NA,NA,industry,accepted
2004-001926-26-GB,University College London,NA,NA,academic,accepted
2004-001927-39-IT,SIGMA-TAU,NA,NA,industry,accepted
