_id,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,match_status
2024-518764-13-00,Advicenne,NA,NA,unknown,accepted
2024-518765-96-00,Azienda Ospedaliero-Universitaria Di Bologna IRCCS Istituto Di Ricerca E Di Cura A Carattere Scientifico,NA,NA,unknown,accepted
2024-518768-11-02,Medical University Of Vienna,NA,NA,hospital,accepted
2024-518769-80-00,University Medical Center Groningen,NA,NA,hospital,accepted
2024-518771-66-00,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2024-518772-32-00,Region Östergötland,NA,NA,unknown,accepted
2024-518773-33-00,Odense University Hospital,NA,NA,hospital,accepted
2024-518774-14-00,Odense University Hospital,NA,NA,hospital,accepted
2024-518775-54-00,Karolinska University Hospital,NA,NA,hospital,accepted
2024-518777-34-00,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2024-518778-15-00,Acacia Pharma,NA,NA,unknown,accepted
2024-518780-36-00,Cullinan Therapeutics,NA,NA,unknown,accepted
2024-518783-13-00,Policlinico Universitario Agostino Gemelli,NA,NA,hospital,accepted
2024-518785-28-00,Istituto Giannina Gaslini,NA,NA,unknown,accepted
2024-518786-10-01,Evommune,NA,NA,unknown,accepted
2024-518789-29-00,Instituto de Investigacion Sanitaria Fundacion Jimenez Diaz,NA,NA,foundation,accepted
2024-518792-54-00,Gruppo Italiano Per Il Trapianto Di Midollo Osseo Cellule Staminali Emopoietiche E Terapia Cellulare,NA,NA,unknown,accepted
2024-518793-14-00,HUS-yhtymae,NA,NA,NA,accepted
2024-518794-33-00,HUS-yhtymae,NA,NA,NA,accepted
2024-518795-31-00,CHU de Caen,NA,NA,hospital,accepted
2024-518796-65-00,Policlinico Universitario Agostino Gemelli,NA,NA,hospital,accepted
2024-518797-13-00,Century Therapeutics,NA,NA,unknown,accepted
2024-518803-23-00,St Antonius Hospital,NA,NA,hospital,accepted
2024-518804-32-00,"Instituto Português de Oncologia do Porto Francisco Gentil, E.P.E.",NA,NA,unknown,accepted
2024-518807-23-00,UZ Leuven,UZ Leuven,UZ Leuven,hospital,accepted
2024-518808-43-00,Medical University Of Vienna,NA,NA,hospital,accepted
2024-518810-23-00,Radboudumc,Radboudumc,Radboudumc,hospital,accepted
2024-518811-20-00,Roche,Roche,Roche,industry,accepted
2024-518812-38-00,Fundacion GECP,NA,NA,foundation,accepted
2024-518813-24-00,Advanced Biodesign,NA,NA,unknown,accepted
2024-518816-38-00,Oulu University Hospital,NA,NA,hospital,accepted
2024-518817-24-01,HUS-yhtymae,NA,NA,NA,accepted
2024-518818-53-00,Hospital Clínico San Carlos,NA,NA,hospital,accepted
2024-518819-19-00,Medical University Of Vienna,NA,NA,hospital,accepted
2024-518820-65-00,Azienda Unita' Sanitaria Locale Toscana Sud Est,NA,NA,unknown,accepted
2024-518821-13-00,CSL Behring,CSL Behring,CSL Behring,industry,accepted
2024-518822-33-01,UZ Leuven,UZ Leuven,UZ Leuven,hospital,accepted
2024-518824-56-00,Fakultni Nemocnice V Motole,NA,NA,unknown,accepted
2024-518829-15-00,BeOne Medicines,NA,NA,unknown,accepted
2024-518831-12-00,LAVA Therapeutics,NA,NA,unknown,accepted
2024-518833-27-00,Quralis,NA,NA,unknown,accepted
2024-518834-95-02,Amsterdam UMC,NA,NA,hospital,accepted
2024-518835-13-00,Guerbet / Bracco Imaging S.p.A.,NA,NA,unknown,accepted
2024-518836-36-00,CHU de Grenoble,NA,NA,hospital,accepted
2024-518838-82-00,University Medical Center Groningen,NA,NA,hospital,accepted
2024-518839-11-00,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2024-518840-18-00,GSK,GSK,GSK,industry,accepted
2024-518841-12-00,Institut fuer Klinische Krebsforschung IKF GmbH,NA,NA,unknown,accepted
2024-518842-26-00,Fondazione GONO,NA,NA,foundation,accepted
2024-518843-39-00,Vaderis Therapeutics,NA,NA,unknown,accepted
2024-518844-20-00,Olatec Therapeutics,NA,NA,unknown,accepted
2024-518846-25-00,Salzburger Landeskliniken,NA,NA,hospital,accepted
2024-518847-40-00,Policlinico Universitario Agostino Gemelli,NA,NA,hospital,accepted
2024-518852-22-00,Nelum,NA,NA,unknown,accepted
2024-518854-18-00,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,Fundación para la Investigación Biomédica del Hospital Gregorio Marañón,foundation,accepted
2024-518855-43-00,Radboudumc,Radboudumc,Radboudumc,hospital,accepted
2024-518856-21-00,LEO Pharma,LEO Pharma,LEO Pharma,industry,accepted
2024-518857-41-00,Region Stockholm,NA,NA,unknown,accepted
2024-518858-17-00,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2024-518859-27-00,Azienda Ospedaliera Universitaria Integrata di Verona,Azienda Ospedaliera Universitaria Integrata Verona,Azienda Ospedaliera Universitaria Integrata Verona,unknown,accepted
2024-518862-28-00,Antibiotice,NA,NA,unknown,accepted
2024-518863-36-00,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2024-518865-85-00,University Medical Center Groningen,NA,NA,hospital,accepted
2024-518869-99-00,Istituto Biochimico Italiano Giovanni Lorenzini,NA,NA,unknown,accepted
2024-518870-15-00,PETHEMA Foundation,NA,NA,unknown,accepted
2024-518871-74-00,AbbVie,AbbVie,AbbVie,industry,accepted
2024-518873-32-00,Region Midtjylland,Region Midtjylland,Region Midtjylland,hospital,accepted
2024-518875-73-00,IIS La Fe,NA,NA,unknown,accepted
2024-518877-33-00,Scandion Oncology,NA,NA,unknown,accepted
2024-518878-14-01,Isala,NA,NA,unknown,accepted
2024-518884-36-00,Universitätsklinikum Tübingen,NA,NA,hospital,accepted
2024-518886-89-00,Hospices Civils de Lyon,Hospices Civils de Lyon,Hospices Civils de Lyon,hospital,accepted
2024-518888-35-00,Casa Sollievo della Sofferenza,NA,NA,unknown,accepted
2024-518889-27-00,SmartDyeLivery,NA,NA,unknown,accepted
2024-518890-33-00,St Antonius Hospital,NA,NA,hospital,accepted
2024-518891-29-00,NIBIT,NA,NA,cooperative_group,accepted
2024-518892-72-00,Azienda Socio Sanitaria Territoriale degli Spedali Civili di Brescia,NA,NA,unknown,accepted
2024-518893-15-00,BeOne Medicines,NA,NA,unknown,accepted
2024-518895-30-00,Relay Therapeutics,NA,NA,unknown,accepted
2024-518897-15-00,Medical University Of Vienna,NA,NA,hospital,accepted
2024-518898-34-00,Uniwersytet Jagielloski Collegium Medicum,NA,NA,unknown,accepted
2024-518899-31-00,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2024-518901-16-00,Fondazione Italiana Sclerosi Multipla Ente Del Terzo Settore/et S,NA,NA,foundation,accepted
2024-518908-46-00,Erasmus MC,NA,NA,hospital,accepted
2024-518909-18-00,Società Italiana di Malattie Infettive e Tropicali - SIMIT,NA,NA,unknown,accepted
2024-518912-37-01,Fondazione Santobono Pausilipon ONLUS,NA,NA,foundation,accepted
2024-518914-18-00,Takeda,Takeda,Takeda,industry,accepted
2024-518915-20-00,Center for Outcomes Research and Clinical Epidemiology,NA,NA,unknown,accepted
2024-518916-38-00,4moving Biotech,NA,NA,unknown,accepted
2024-518917-24-00,Universitätsklinikum Schleswig-Holstein,NA,NA,hospital,accepted
2024-518919-19-00,NA,NA,NA,NA,review
2024-518925-14-02,Istituto Giannina Gaslini,NA,NA,unknown,accepted
2024-518929-15-00,Centessa Pharmaceuticals UK,NA,NA,unknown,accepted
2024-518930-10-00,AP-HP,NA,NA,hospital,accepted
2024-518931-12-00,University of Birmingham,University Of Birmingham,University Of Birmingham,academic,accepted
2024-518932-34-00,Azienda Ospedaliero-Universitaria Di Bologna IRCCS Istituto Di Ricerca E Di Cura A Carattere Scientifico,NA,NA,unknown,accepted
2024-518936-36-00,Fundacion Instituto De Investigacion Sanitaria De Santiago De Compostela,NA,NA,foundation,accepted
2024-518937-26-00,Policlinico Universitario Agostino Gemelli,NA,NA,hospital,accepted
2024-518938-81-00,Policlinico Universitario Agostino Gemelli,NA,NA,hospital,accepted
2024-518939-12-00,Policlinico Universitario Agostino Gemelli,NA,NA,hospital,accepted
2024-518940-19-02,Gruppo Italiano Per Il Trapianto Di Midollo Osseo Cellule Staminali Emopoietiche E Terapia Cellulare,NA,NA,unknown,accepted
2024-518943-38-00,CHU de Clermont-Ferrand,NA,NA,hospital,accepted
2024-518947-40-01,Aquitaine Sante,NA,NA,unknown,accepted
2024-518949-14-00,Medical University Of Vienna,NA,NA,hospital,accepted
2024-518950-17-00,Medical University Of Vienna,NA,NA,hospital,accepted
2024-518951-52-00,Corteria Pharmaceuticals,NA,NA,unknown,accepted
2024-518954-18-01,Mater Misericordiae University Hospital,NA,NA,hospital,accepted
2024-518962-29-00,Universita Degli Studi Di Roma La Sapienza,NA,NA,NA,accepted
2024-518964-11-01,Azienda Ospedaliero Universitaria Meyer IRCCS,NA,NA,unknown,accepted
2024-518965-85-00,Amsterdam UMC,NA,NA,hospital,accepted
2024-518966-28-00,Amsterdam UMC,NA,NA,hospital,accepted
2024-518969-98-00,Regentree,NA,NA,unknown,accepted
2024-518971-76-00,Heidelberg University,NA,NA,unknown,accepted
2024-518972-30-00,Fondazione Telethon Ets / San Raffaele Hospital,NA,NA,hospital,accepted
2024-518973-32-00,Incyte,Incyte Corporation,Incyte Corporation,industry,accepted
2024-518974-15-01,Turku University Hospital,NA,NA,hospital,accepted
2024-518976-30-00,Otsuka Pharmaceutical,Otsuka Pharmaceutical,Otsuka Pharmaceutical,industry,accepted
2024-518977-32-00,Karolinska University Hospital,NA,NA,hospital,accepted
2024-518980-37-00,Stichting Het Nederlands Kanker Instituut-Antoni Van Leeuwenhoek Ziekenhuis,NA,NA,hospital,accepted
2024-518984-36-00,Turku University Hospital,NA,NA,hospital,accepted
2024-518985-29-02,Amsterdam UMC,NA,NA,hospital,accepted
2024-518987-11-00,IRCCS Istituto Nazionale Tumori Fondazione Pascale,NA,NA,foundation,accepted
2024-518988-35-00,Sciencepharma Sp. z o.o.,NA,NA,unknown,accepted
2024-518989-27-01,Amsterdam UMC,NA,NA,hospital,accepted
2024-518990-33-00,Consorci Mar Parc de Salut de Barcelona,NA,NA,unknown,accepted
2024-518991-30-00,Centre Francois Baclesse,NA,NA,unknown,accepted
2024-518998-33-00,AbbVie,AbbVie,AbbVie,industry,accepted
2024-519000-27-00,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2024-519003-99-00,CHU de Clermont-Ferrand,NA,NA,hospital,accepted
2024-519004-27-00,Dystrogen Therapeutics Technology Polska Sp. z o.o.,NA,NA,unknown,accepted
2024-519005-35-00,Alnylam Pharmaceuticals,NA,NA,unknown,accepted
2024-519007-10-00,IRCCS Istituto Nazionale Tumori Fondazione Pascale,NA,NA,foundation,accepted
2024-519009-36-01,Istituto Giannina Gaslini,NA,NA,unknown,accepted
2024-519010-31-00,Fondazione Melanoma ONLUS,NA,NA,foundation,accepted
2024-519011-34-00,Schaper & Brümmer,NA,NA,unknown,accepted
2024-519012-14-00,CHU de Grenoble,NA,NA,hospital,accepted
2024-519013-57-00,PharmaMar,NA,NA,unknown,accepted
2024-519014-31-00,Centre For Human Drug Research,NA,NA,NA,accepted
2024-519015-34-00,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2024-519017-62-00,IRCCS Istituto Nazionale Tumori Fondazione Pascale,NA,NA,foundation,accepted
2024-519019-32-00,Karolinska University Hospital,NA,NA,hospital,accepted
2024-519024-25-00,Fakultní nemocnice Královské Vinohrady,NA,NA,hospital,accepted
2024-519025-37-00,PulseSight Therapeutics,NA,NA,unknown,accepted
2024-519031-42-00,Associazione Italiana Per Lo Studio Del Pancreas,NA,NA,unknown,accepted
2024-519041-29-02,Semmelweis University,NA,NA,unknown,accepted
2024-519044-32-00,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2024-519046-79-00,Oulu University Hospital,NA,NA,hospital,accepted
2024-519048-33-00,CHU de Rouen,NA,NA,hospital,accepted
2024-519050-37-00,IRCCS Istituto Nazionale Tumori Fondazione Pascale,NA,NA,foundation,accepted
2024-519051-28-01,Medical University Of Vienna,NA,NA,hospital,accepted
2024-519052-82-00,Intergroupe Francophone de Cancerologie Thoracique,NA,NA,NA,accepted
2024-519058-35-00,Semmelweis University,NA,NA,unknown,accepted
2024-519059-28-00,Pharmacosmos,NA,NA,unknown,accepted
2024-519060-40-00,Karolinska University Hospital,NA,NA,hospital,accepted
2024-519063-18-00,Bluejay Therapeutics,NA,NA,unknown,accepted
2024-519066-49-01,Region Hovedstaden,NA,NA,hospital,accepted
2024-519067-17-00,IRCCS Istituto Nazionale Tumori Fondazione Pascale,NA,NA,foundation,accepted
2024-519068-42-00,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2024-519070-39-00,Region Hovedstaden,NA,NA,hospital,accepted
2024-519071-25-00,Tolremo Therapeutics,NA,NA,NA,accepted
2024-519075-26-00,Stichting Het Nederlands Kanker Instituut-Antoni Van Leeuwenhoek Ziekenhuis,NA,NA,hospital,accepted
2024-519076-75-00,CCAB Centro Clinico Academico Braga Associacao,NA,NA,unknown,accepted
2024-519077-19-01,Kuopio University Hospital,NA,NA,hospital,accepted
2024-519078-38-00,Amsterdam UMC,NA,NA,hospital,accepted
2024-519081-49-00,Novartis,Novartis,Novartis,industry,accepted
2024-519082-22-00,AUVA Trauma Center Vienna,NA,NA,unknown,accepted
2024-519087-41-00,IRCCS Ospedale Policlinico San Martino,NA,NA,unknown,accepted
2024-519088-16-01,University Medical Center Groningen,NA,NA,hospital,accepted
2024-519089-32-02,Istituto Giannina Gaslini,NA,NA,unknown,accepted
2024-519095-66-00,Biogen,Biogen,Biogen,industry,accepted
2024-519097-39-01,Medical University Of Vienna,NA,NA,hospital,accepted
2024-519105-35-00,Adeptio Pharmaceuticals,NA,NA,unknown,accepted
2024-519106-12-00,G.O.I.R.C. Gruppo Oncologico Italiano di Ricerca Clinica,NA,NA,unknown,accepted
2024-519107-10-00,Università degli Studi di Genova,NA,NA,unknown,accepted
2024-519109-36-00,"Tecnimede, Sociedade Técnico-Medicinal",NA,NA,unknown,accepted
2024-519112-14-00,Fondazione Policlinico Universitario Campus Bio-medico In Forma A Bbreviata Fon,NA,NA,hospital,accepted
2024-519113-59-00,CHU de Montpellier,NA,NA,hospital,accepted
2024-519114-31-00,Cullinan Therapeutics,NA,NA,unknown,accepted
2024-519116-14-00,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2024-519126-20-00,Hôpital Foch,Hôpital Foch,Hôpital Foch,hospital,accepted
2024-519128-26-00,Galimedix Therapeutics,NA,NA,unknown,accepted
2024-519129-38-00,ICS Maugeri S.p.A. SB,NA,NA,hospital,accepted
2024-519131-42-02,Semmelweis University,NA,NA,unknown,accepted
2024-519132-17-00,CHU de Montpellier,NA,NA,hospital,accepted
2024-519133-29-00,Hpital Fondation Adolphe de Rothschild,NA,NA,foundation,accepted
2024-519135-41-00,Azienda Ospedaliero Universitaria Meyer IRCCS,NA,NA,unknown,accepted
2024-519142-70-00,Arcus Biosciences,NA,NA,unknown,accepted
2024-519145-30-00,Prestige BioPharma,NA,NA,unknown,accepted
2024-519149-31-00,Vall D'hebron Institut De Recerca,NA,NA,hospital,accepted
2024-519150-37-00,OSE Immunotherapeutics,NA,NA,unknown,accepted
2024-519151-28-00,Eli Lilly,Eli Lilly,Eli Lilly,industry,accepted
2024-519152-82-00,Celgene,Bristol-Myers Squibb,BMS,industry,accepted
2024-519156-93-00,CHU de Clermont-Ferrand,NA,NA,hospital,accepted
2024-519157-10-00,AbbVie,AbbVie,AbbVie,industry,accepted
2024-519158-34-00,Unidade Local de Saúde de Santa Maria E.P.E. / Instituto de Medicina Molecular,NA,NA,unknown,accepted
2024-519160-41-00,Rigshospitalet,Rigshospitalet,Rigshospitalet,hospital,accepted
2024-519162-46-00,Innate Pharma,NA,NA,unknown,accepted
2024-519163-18-00,Nordsjællands Hospital,NA,NA,hospital,accepted
2024-519165-22-00,Recordati,NA,NA,unknown,accepted
2024-519166-48-01,CHU de Bordeaux,NA,NA,hospital,accepted
2024-519168-42-00,Ospedale Pediatrico Bambino Gesù,Ospedale Pediatrico Bambino Gesù,Ospedale Pediatrico Bambino Gesù,hospital,accepted
2024-519170-39-00,Stichting Het Nederlands Kanker Instituut-Antoni Van Leeuwenhoek Ziekenhuis,NA,NA,hospital,accepted
2024-519174-39-00,Ospedale Pediatrico Bambino Gesù,Ospedale Pediatrico Bambino Gesù,Ospedale Pediatrico Bambino Gesù,hospital,accepted
2024-519176-95-00,Narodowy Instytut Onkologii im. Marii Skłodowskiej-Curie,NA,NA,unknown,accepted
2024-519180-17-00,Lmito Therapeutics,NA,NA,unknown,accepted
2024-519183-40-00,Istituto Romagnolo Per Lo Studio Dei Tumori Dino Amadori IRST,NA,NA,unknown,accepted
2024-519184-18-00,Ipsen,Ipsen,Ipsen,industry,accepted
2024-519186-21-01,Hvidovre Hospital,NA,NA,hospital,accepted
2024-519188-17-00,Iambic Therapeutics,NA,NA,unknown,accepted
2024-519189-31-00,Odense University Hospital,NA,NA,hospital,accepted
2024-519190-19-00,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2024-519191-90-00,European Myeloma Network,European Myeloma Network,European Myeloma Network,cooperative_group,accepted
2024-519194-19-00,IDP Discovery Pharma,NA,NA,unknown,accepted
2024-519201-36-00,Karolinska University Hospital,NA,NA,hospital,accepted
2024-519204-27-00,BOOG Study Center,NA,NA,unknown,accepted
2024-519205-35-01,Fondazione Ricerca Traslazionale,NA,NA,foundation,accepted
2024-519207-10-00,Radboudumc,Radboudumc,Radboudumc,hospital,accepted
2024-519208-29-00,Intergroupe Francophone de Cancerologie Thoracique,NA,NA,NA,accepted
2024-519215-33-00,Pfizer,Pfizer,Pfizer,industry,accepted
2024-519217-64-00,CHU de Clermont-Ferrand,NA,NA,hospital,accepted
2024-519218-30-00,Canariabio,NA,NA,unknown,accepted
2024-519219-32-00,Cytokinetics,NA,NA,unknown,accepted
2024-519224-24-00,Rigshospitalet,Rigshospitalet,Rigshospitalet,hospital,accepted
2024-519225-38-00,Amsterdam UMC,NA,NA,hospital,accepted
2024-519227-22-00,Medizinische Fakultät der Martin-Luther-Universität Halle-Wittenberg,NA,NA,academic,accepted
2024-519233-33-00,Win Medica Pharmaceutical,NA,NA,NA,accepted
2024-519234-23-00,Medical University Of Vienna,NA,NA,hospital,accepted
2024-519235-42-00,Comenius University Faculty of Medicine,NA,NA,unknown,accepted
2024-519237-34-00,SyneuRx International Taiwan,NA,NA,unknown,accepted
2024-519239-40-01,Otto-von-Guericke-Universität Magdeburg,NA,NA,academic,accepted
2024-519246-75-01,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2024-519248-34-00,Ipsen,Ipsen,Ipsen,industry,accepted
2024-519250-37-00,Servier,Servier,Servier,industry,accepted
2024-519258-35-00,Fondation Française de Cancérologie Digestive FFCD,NA,NA,foundation,accepted
2024-519260-41-00,Paris Lodron Universität Salzburg,NA,NA,unknown,accepted
2024-519261-21-00,Italian Sarcoma Group,NA,NA,unknown,accepted
2024-519262-42-00,Fondazione Ricerca Traslazionale,NA,NA,foundation,accepted
2024-519263-18-00,University of Oulu,NA,NA,unknown,accepted
2024-519265-22-00,Medical University Of Vienna,NA,NA,hospital,accepted
2024-519269-23-00,Medical University of Warsaw,NA,NA,unknown,accepted
2024-519270-40-00,Cybin,NA,NA,unknown,accepted
2024-519272-96-00,Fundacion Fls De Lucha Contra El Sida Las Enfermedades Infecciosas Y La Promocion De La Salud Y La C,NA,NA,foundation,accepted
2024-519275-26-00,PETHEMA Foundation,NA,NA,unknown,accepted
2024-519277-18-00,Roche,Roche,Roche,industry,accepted
2024-519278-37-00,Celgene,Bristol-Myers Squibb,BMS,industry,accepted
2024-519282-22-00,Vir Biotechnology,NA,NA,unknown,accepted
2024-519284-18-00,TG Therapeutics,NA,NA,industry,accepted
2024-519286-21-00,G.O.I.R.C. Gruppo Oncologico Italiano di Ricerca Clinica,NA,NA,unknown,accepted
2024-519288-17-00,Biofabri S.L. / Fundación para la Investigación en Urología,NA,NA,foundation,accepted
2024-519291-11-00,AbbVie,AbbVie,AbbVie,industry,accepted
2024-519292-26-00,Av7 Limited,NA,NA,unknown,accepted
2024-519296-25-00,Roche,Roche,Roche,industry,accepted
2024-519298-21-00,Regeneron Pharmaceuticals,Regeneron Pharmaceuticals,Regeneron Pharmaceuticals,industry,accepted
2024-519301-36-00,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2024-519304-28-00,Sanofi,Sanofi,Sanofi,industry,accepted
2024-519310-31-00,Associazione Qol-One,NA,NA,unknown,accepted
2024-519316-13-00,Protagenic Therapeutics,NA,NA,unknown,accepted
2024-519317-66-00,Aurealis,NA,NA,unknown,accepted
2024-519318-30-00,Wroclaw Medical University,NA,NA,unknown,accepted
2024-519319-32-00,GSK,GSK,GSK,industry,accepted
2024-519320-24-00,Oslo University Hospital,NA,NA,hospital,accepted
2024-519322-20-00,Gruppo Oncologico dell'Italia Meridionale,NA,NA,unknown,accepted
2024-519326-20-00,Philogen,NA,NA,unknown,accepted
2024-519327-20-00,Boehringer Ingelheim,Boehringer Ingelheim,Boehringer Ingelheim,industry,accepted
2024-519328-26-01,Debiopharm International,NA,NA,unknown,accepted
2024-519331-42-00,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted
2024-519335-42-01,Zura Bio,NA,NA,unknown,accepted
2024-519336-16-00,LYSARC,LYSARC,LYSARC,cooperative_group,accepted
2024-519337-35-00,Ospedale San Raffaele,Ospedale San Raffaele,Ospedale San Raffaele,hospital,accepted
2024-519342-71-00,Ospedale Pediatrico Bambino Gesù,Ospedale Pediatrico Bambino Gesù,Ospedale Pediatrico Bambino Gesù,hospital,accepted
2024-519343-15-00,Urogen Pharma,NA,NA,unknown,accepted
2024-519344-32-00,BioNTech SE,NA,NA,unknown,accepted
2024-519345-30-00,Biogen,Biogen,Biogen,industry,accepted
2024-519346-75-00,Istituto Romagnolo Per Lo Studio Dei Tumori Dino Amadori IRST,NA,NA,unknown,accepted
2024-519347-15-00,Istituto Romagnolo Per Lo Studio Dei Tumori Dino Amadori IRST,NA,NA,unknown,accepted
2024-519348-34-00,Medical University Of Vienna,NA,NA,hospital,accepted
2024-519349-31-00,Asociacion Instituto Biogipuzkoa,NA,NA,unknown,accepted
2024-519350-37-00,Institut Für Frauengesundheit GmbH,NA,NA,unknown,accepted
2024-519351-28-00,Stichting Het Nederlands Kanker Instituut-Antoni Van Leeuwenhoek Ziekenhuis,NA,NA,hospital,accepted
2024-519353-11-00,Landspítali Háskólasjúkrahús,NA,NA,hospital,accepted
2024-519354-36-00,Amsterdam UMC,NA,NA,hospital,accepted
2024-519356-87-00,Fundacion Para El Fomento De La Investigacion Sanitaria Y Biomedica De La Comunitat Valenciana,NA,NA,foundation,accepted
2024-519358-35-00,Narodowe Centrum Badan Jadrowych,NA,NA,unknown,accepted
2024-519359-27-00,Dr. Falk Pharma,Dr. Falk Pharma,Dr. Falk Pharma,industry,accepted
2024-519364-40-00,Helse Bergen HF,NA,NA,unknown,accepted
2024-519366-52-00,Iperboreal Pharma,NA,NA,unknown,accepted
2024-519369-24-00,Pfizer,Pfizer,Pfizer,industry,accepted
2024-519370-40-00,Pfizer,Pfizer,Pfizer,industry,accepted
2024-519372-22-00,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2024-519377-18-00,Medical University Of Vienna,NA,NA,hospital,accepted
2024-519378-37-00,Fundacion Instituto De Investigacion Sanitaria De Santiago De Compostela,NA,NA,foundation,accepted
2024-519381-53-00,Servier,Servier,Servier,industry,accepted
2024-519382-22-00,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2024-519383-40-00,UZ Leuven,UZ Leuven,UZ Leuven,hospital,accepted
2024-519384-18-00,GE Healthcare,NA,NA,unknown,accepted
2024-519386-21-01,Bethesda Diabetes Research Center,NA,NA,unknown,accepted
2024-519387-41-00,Universitätsklinikum Tübingen,NA,NA,hospital,accepted
2024-519389-28-00,Region Hovedstadens Psykiatriske,NA,NA,unknown,accepted
2024-519391-11-00,NextCell Pharma,NA,NA,unknown,accepted
2024-519392-26-00,Turku University Hospital,NA,NA,hospital,accepted
2024-519393-39-00,Ultragenyx Pharmaceutical,NA,NA,unknown,accepted
2024-519394-19-00,Fondazione Tettamanti,NA,NA,foundation,accepted
2024-519398-21-00,Laboratorios Normon,NA,NA,unknown,accepted
2024-519402-12-00,CHU de Toulouse,NA,NA,hospital,accepted
2024-519403-10-00,Italfarmaco,NA,NA,unknown,accepted
2024-519404-27-00,EORTC,EORTC,EORTC,cooperative_group,accepted
2024-519405-35-00,Mimetech,NA,NA,unknown,accepted
2024-519407-99-00,Karolinska Institutet,NA,NA,academic,accepted
2024-519412-13-00,Myrtelle,NA,NA,unknown,accepted
2024-519414-31-00,AstraZeneca,AstraZeneca,AstraZeneca,industry,accepted
2024-519417-57-00,Viridian Therapeutics,NA,NA,unknown,accepted
2024-519418-29-00,Neurocrine Biosciences,NA,NA,unknown,accepted
2024-519420-25-00,Neurocrine Biosciences,NA,NA,unknown,accepted
2024-519421-37-00,Neurocrine Biosciences,NA,NA,unknown,accepted
2024-519423-24-00,Neurocrine Biosciences,NA,NA,unknown,accepted
2024-519436-17-00,Fakultní nemocnice u sv. Anny v Brně,NA,NA,unknown,accepted
2024-519437-27-02,Rigshospitalet,Rigshospitalet,Rigshospitalet,hospital,accepted
2024-519444-33-00,Daiichi Sankyo,Daiichi Sankyo,Daiichi Sankyo,industry,accepted
2024-519445-29-00,Theras,NA,NA,unknown,accepted
2024-519446-67-00,Pauls Stradins Clinical University Hospital,NA,NA,hospital,accepted
2024-519451-29-00,Grupo Español Multidisciplinar de Melanoma,NA,NA,unknown,accepted
2024-519459-27-00,Istituti Fisioterapici Ospitalieri (IFO),NA,NA,unknown,accepted
2024-519460-40-00,Biotechnology Institue I Mas D S.L.,NA,NA,NA,accepted
2024-519461-22-00,Centre Hospitalier Régional et Universitaire,NA,NA,hospital,accepted
2024-519465-22-01,Centre Hospitalier Régional et Universitaire,NA,NA,hospital,accepted
2024-519469-23-00,Upstream Bio,NA,NA,unknown,accepted
2024-519470-39-00,Servier,Servier,Servier,industry,accepted
2024-519472-69-00,Heidelberg University,NA,NA,unknown,accepted
2024-519478-38-00,Novo Nordisk,Novo Nordisk,Novo Nordisk,industry,accepted
2024-519479-24-00,Fondazione GONO,NA,NA,foundation,accepted
2024-519481-44-00,Gruppo Oncologico dell'Italia Meridionale,NA,NA,unknown,accepted
2024-519482-22-00,Innovative Molecules,NA,NA,unknown,accepted
2024-519485-50-00,University of Pécs,NA,NA,unknown,accepted
2024-519492-25-01,Region Midtjylland,Region Midtjylland,Region Midtjylland,hospital,accepted
2024-519493-39-00,Janssen-Cilag International,Johnson & Johnson,Janssen / Johnson & Johnson,unknown,accepted
2024-519494-19-00,Sanofi,Sanofi,Sanofi,industry,accepted
2024-519495-83-00,Sanofi,Sanofi,Sanofi,industry,accepted
2024-519496-26-00,Protara Therapeutics,NA,NA,unknown,accepted
2024-519497-39-00,Arctic Therapeutics hf.,NA,NA,NA,accepted
2024-519498-20-00,CellCentric,NA,NA,unknown,accepted
2024-519499-22-00,Alnylam Pharmaceuticals,NA,NA,unknown,accepted
2024-519503-10-00,Medical University Of Vienna,NA,NA,hospital,accepted
2024-519504-27-00,Regeneron Pharmaceuticals,Regeneron Pharmaceuticals,Regeneron Pharmaceuticals,industry,accepted
2024-519505-35-00,CHU de Nantes,NA,NA,hospital,accepted
2024-519509-37-00,AIO-Studien-gGmbH,NA,NA,NA,accepted
