raw_sponsor,sponsor_clean,sponsor_parent,sponsor_group,sponsor_type,match_status,match_score,match_source,match_reason,suggested_clean,n_trials
Cell Medica Inc.,Cell Medica,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'cell medica inc' → 'Cell Medica',Cell Medica,1
Sucampo AG,Sucampo,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'sucampo ag' → 'Sucampo',Sucampo,1
Institut rgional du Cancer - Montpellier - Val dAurelle,Centre Val d'Aurelle - Paul Lamarque,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'institut rgional du cancer - montpellier - val daurelle' → 'Centre Val d'Aurelle - Paul Lamarque',Centre Val d'Aurelle - Paul Lamarque,1
"Instituto Tecnolgico PET, S.A.U. ITP","Instituto Tecnológico PET, S.A.U. ITP",NA,NA,unknown,accepted,99,llm_reviewed,"alias match: 'instituto tecnolgico pet s a u itp' → 'Instituto Tecnológico PET, S.A.U. ITP'","Instituto Tecnológico PET, S.A.U. ITP",1
Arno Therapeutics Inc,Arno Therapeutics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'arno therapeutics inc' → 'Arno Therapeutics',Arno Therapeutics,1
Faculdade de Cincias Mdicas da Universidade Nova de Lisboa,Faculdade de Cincias Mdicas Universidade Nova de Lisboa,NA,NA,academic,accepted,95,final_family_map,entity-family match: faculdade cincias mdicas nova lisboa university → 'Faculdade de Cincias Mdicas Universidade Nova de Lisboa',Faculdade de Cincias Mdicas Universidade Nova de Lisboa,1
KU Leuven - UZ Leuven,KU Leuven,KU Leuven,KU Leuven,academic,accepted,96,manual,alias match: 'ku leuven' → 'KU Leuven',KU Leuven,1
MSD Italia s.r.l.,MSD,Merck & Co.,MSD / Merck & Co.,industry,accepted,97,manual,alias match: 'msd' → 'MSD',MSD,1
PARENT PROJECT ONLUS,PARENT PROJECT ONLUS,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'parent project onlus' → 'PARENT PROJECT ONLUS',PARENT PROJECT ONLUS,1
Tays / Tays,Tampere University Hospital,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'tays / tays' → 'Tampere University Hospital',Tampere University Hospital,1
Merck Serono S.p.A.,Merck Serono,Merck KGaA,Merck KGaA / EMD Serono,industry,accepted,96,manual,alias match: 'merck serono' → 'Merck Serono',Merck Serono,1
Jrgen Jeppesen,Jrgen Jeppesen,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'jrgen jeppesen' → 'Jrgen Jeppesen',Jrgen Jeppesen,1
Hyks Silmtautien klinikka,HUS - Helsinki University Hospital,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'hyks silmtautien klinikka' → 'HUS - Helsinki University Hospital',HUS - Helsinki University Hospital,1
Rottapharm S.p.A.,Rottapharm,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'rottapharm s p a' → 'Rottapharm',Rottapharm,1
DIAKO Ev. Diakonie-Krankenhaus Bremen gGmbH,DIAKO Ev. Diakonie-Krankenhaus Bremen gGmbH,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'diako ev diakonie-krankenhaus bremen ggmbh' → 'DIAKO Ev. Diakonie-Krankenhaus Bremen gGmbH',DIAKO Ev. Diakonie-Krankenhaus Bremen gGmbH,1
Medizinische Universitt Innsbruck / Allg. u. chirug. Intensivmedizin,Medical University Of Innsbruck,Medical University Of Innsbruck,Medical University Of Innsbruck,hospital,accepted,99,llm_reviewed,alias match: 'medizinische universitt innsbruck / allg u chirug intensivmedizin' → 'Medical University Of Innsbruck',Medical University Of Innsbruck,1
Haga Hospital,Haga Hospital,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'haga hospital' → 'Haga Hospital',Haga Hospital,1
"Departement of Anesthesiology, Nstved Hospital",Næstved Sygehus,NA,NA,hospital,accepted,98,llm_reviewed,alias match: 'nstved hospital' → 'Næstved Sygehus',Næstved Sygehus,1
"Oslo University Hospital HF, Ullevl Hospital, FORMI-Formidlingsenheten for muskel- og skjelettlidelser",Oslo University Hospital,NA,NA,hospital,accepted,95,final_family_map,entity-family match: oslo ullevl formi formidlingsenheten muskel skjelettlidelser hospital → 'Oslo University Hospital',Oslo University Hospital,1
Proctor and Gamble Technical Centres Ltd,Procter & Gamble Technical Centres,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'proctor and gamble technical centres ltd' → 'Procter & Gamble Technical Centres',Procter & Gamble Technical Centres,1
"National Institutes of Health/National Heart, Lung and Bood Institute","National Heart, Lung, and Blood Institute (NHLBI)",NA,NA,unknown,accepted,99,llm_reviewed,"alias match: 'national institutes of health/national heart lung and bood institute' → 'National Heart, Lung, and Blood Institute (NHLBI)'","National Heart, Lung, and Blood Institute (NHLBI)",1
"Tallaght Hospital, Dublin 24, Ireland",Tallaght University Hospital,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'tallaght hospital dublin 24 ireland' → 'Tallaght University Hospital',Tallaght University Hospital,1
ALIO MEDICA Sp. z o.o.,ALIO MEDICA Sp. z o.o.,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'alio medica sp z o o' → 'ALIO MEDICA Sp. z o.o.',ALIO MEDICA Sp. z o.o.,1
Array Biopharma Inc.,Array BioPharma,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'array biopharma inc' → 'Array BioPharma',Array BioPharma,1
"Ionis Pharmaceuticals, Inc",Ionis Pharmaceuticals,Ionis Pharmaceuticals,Ionis Pharmaceuticals,industry,accepted,99,manual,alias match: 'ionis pharmaceuticals inc' → 'Ionis Pharmaceuticals',Ionis Pharmaceuticals,1
MEDITOP Gygyszeripari Kft,Meditop Gyógyszeripari Kft,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'meditop gygyszeripari kft' → 'Meditop Gyógyszeripari Kft',Meditop Gyógyszeripari Kft,1
"Dipartimento di Scienze Cardiologiche, Toraciche e Vascolari-Universit di Padova",Azienda Ospedaliera di Padova,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'dipartimento di scienze cardiologiche toraciche e vascolari-universit di padova' → 'Azienda Ospedaliera di Padova',Azienda Ospedaliera di Padova,1
Department of Anesthesiology and Perioperative Medicine,Department of Anesthesiology and Perioperative Medicine,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'department of anesthesiology and perioperative medicine' → 'Department of Anesthesiology and Perioperative Medicine',Department of Anesthesiology and Perioperative Medicine,1
Fundacin ACE,Fundacin ACE,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'fundacin ace' → 'Fundacin ACE',Fundacin ACE,1
Azienda ospedaliera universitaria Ospedali Riuniti,Azienda Ospedaliero-Universitaria Ospedali Riuniti di Ancona,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'azienda ospedaliera universitaria ospedali riuniti' → 'Azienda Ospedaliero-Universitaria Ospedali Riuniti di Ancona',Azienda Ospedaliero-Universitaria Ospedali Riuniti di Ancona,1
"Azienda Ospedaliera Fatebenefratelli e Oftalmico - Milano, Italy",Azienda Ospedaliera Fatebenefratelli e Oftalmico,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'azienda ospedaliera fatebenefratelli e oftalmico - milano italy' → 'Azienda Ospedaliera Fatebenefratelli e Oftalmico',Azienda Ospedaliera Fatebenefratelli e Oftalmico,1
"Med. Uni. Wien, Klinik f. Innere Med. I",NA,NA,NA,unknown,unknown,0,NA,generic department label without parent institution,Med Uni Wien,1
CUB Hopital Erasme,NA,NA,NA,NA,review,92,final_family_map,ambiguous entity-family match: cub erasme hospital,Cub Hopital Erasme,1
Immune Targeting Systems Ltd,Immune Targeting Systems,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'immune targeting systems ltd' → 'Immune Targeting Systems',Immune Targeting Systems,1
Johan Hellgren,Johan Hellgren,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'johan hellgren' → 'Johan Hellgren',Johan Hellgren,1
Medizinische Universitt Graz/Endokrinologie und Stoffwechsel,Medical University Of Graz,Medical University Of Graz,Medical University Of Graz,hospital,accepted,99,llm_reviewed,alias match: 'medizinische universitt graz/endokrinologie und stoffwechsel' → 'Medical University Of Graz',Medical University Of Graz,1
Laboratorios Farmalider S.A.,Laboratorios Farmalder,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'laboratorios farmalider s a' → 'Laboratorios Farmalder',Laboratorios Farmalder,1
"RWTH Aachen University, represented by the Rector, himself, represented by the Dean of the Medical Faculty",RWTH Aachen University,NA,NA,academic,accepted,95,final_family_map,entity-family match: rwth aachen represented rector himself dean faculty university → 'RWTH Aachen University',RWTH Aachen University,1
Q-MED AB,Q-Med,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'q-med ab' → 'Q-Med',Q-Med,1
Jens Hilligs,NA,NA,NA,unknown,unknown,0,NA,no reliable sponsor match,Jens Hilligs,1
Prof. Dr. Karl-Heinz Emmerich,NA,NA,NA,unknown,unknown,0,NA,no reliable sponsor match,Prof Dr Karl-Heinz Emmerich,1
Southampton University,University of Southampton,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'southampton university' → 'University of Southampton',University of Southampton,1
"Paediatric Pulmonary Service, Department of Paediatrics and Adolescent Medicine, Rigshospitalet, Copenhagen, Denmark",Rigshospitalet,Rigshospitalet,Rigshospitalet,hospital,accepted,100,containment:manual,alias containment: 'rigshospitalet' → 'Rigshospitalet',Rigshospitalet,1
"Cook Myosite, Incorporated",Cook MyoSite,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'cook myosite incorporated' → 'Cook MyoSite',Cook MyoSite,1
"Omthera Pharmaceuticals, Inc.",Omthera Pharmaceutical,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'omthera pharmaceuticals inc' → 'Omthera Pharmaceutical',Omthera Pharmaceutical,1
"Hpital Erasme, ULB",CUB - Hôpital Erasme,NA,NA,hospital,accepted,95,final_family_map,entity-family match: erasme ulb hospital → 'CUB - Hôpital Erasme',CUB - Hôpital Erasme,1
"Azienda Ospedaliero Universitaria Careggi, Firenze",Azienda Ospedaliero-Universitaria Careggi,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'azienda ospedaliero universitaria careggi firenze' → 'Azienda Ospedaliero-Universitaria Careggi',Azienda Ospedaliero-Universitaria Careggi,1
Ana de Pedro Muoz,NA,NA,NA,unknown,unknown,0,NA,no reliable sponsor match,Ana De Pedro Muoz,1
"rEVO Biologics, Inc.",rEVO Biologics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'revo biologics inc' → 'rEVO Biologics',rEVO Biologics,1
AbbVie Farmacutica S.L.U.,AbbVie,AbbVie,AbbVie,industry,accepted,97,manual,alias match: 'abbvie' → 'AbbVie',AbbVie,1
"Medizinische Universitt Wien, KIMIII, Abteilung fr Endokrinologie und Stoffwechsel",Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,hospital,accepted,97,manual,alias match: 'medizinische universitt wien' → 'Medical University Of Vienna',Medical University Of Vienna,1
"SOD Anestesia e Terapia Intensiva, DAI Oncologia, AOU Careggi, Firenze",AOU Careggi,NA,NA,unknown,accepted,100,containment:llm_reviewed,alias containment: 'aou careggi' → 'AOU Careggi',AOU Careggi,1
"Chimerix, Inc.",Chimerix,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'chimerix inc' → 'Chimerix',Chimerix,1
M Carmen Farias lvarez. Hospital Universitario Marques de Valdecilla,Hospital Universitario Marqués de Valdecilla,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'm carmen farias lvarez hospital universitario marques de valdecilla' → 'Hospital Universitario Marqués de Valdecilla',Hospital Universitario Marqués de Valdecilla,1
"ACORN Research, LLC",Acorn Research,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'acorn research llc' → 'Acorn Research',Acorn Research,1
Istituto Europeo Oncologia,Istituto Europeo di Oncologia,NA,NA,hospital,accepted,95,final_family_map,entity-family match: europeo oncologia institute → 'Istituto Europeo di Oncologia',Istituto Europeo di Oncologia,1
Universit Campus Bio-Medico di Roma,Università Campus Bio-Medico di Roma,NA,NA,academic,accepted,99,llm_reviewed,alias match: 'universit campus bio-medico di roma' → 'Università Campus Bio-Medico di Roma',Università Campus Bio-Medico di Roma,1
Fundaci Sant Joan de Deu de Barcelona,Fundació Sant Joan de Déu,NA,NA,unknown,accepted,100,containment:llm_reviewed,alias containment: 'fundaci sant joan de deu' → 'Fundació Sant Joan de Déu',Fundació Sant Joan de Déu,1
Pharmaleads SA,Pharmaleads,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'pharmaleads sa' → 'Pharmaleads',Pharmaleads,1
Kompetenznetz TDM-KJP e.V.,NA,NA,NA,unknown,unknown,0,NA,no reliable sponsor match,Kompetenznetz Tdm-Kjp E V,1
Ospedale Valduce,Ospedale Valduce,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'ospedale valduce' → 'Ospedale Valduce',Ospedale Valduce,1
"Dep. Nuclear medicine, Odense university hospital",Odense University Hospital,NA,NA,hospital,accepted,95,final_family_map,entity-family match: dep nuclear odense hospital → 'Odense University Hospital',Odense University Hospital,1
"Respiratory Research Unit, Bispebjerg Hospital",Bispebjerg Hospital,NA,NA,hospital,accepted,98,manual,alias match: 'bispebjerg hospital' → 'Bispebjerg Hospital',Bispebjerg Hospital,1
UZ Brussel / UZ Brussel,UZ Brussel,UZ Brussel,UZ Brussel,hospital,accepted,96,manual,alias match: 'uz brussel' → 'UZ Brussel',UZ Brussel,1
Centre Hospitalier rgional Universitaire de Besanon,CHU de Besançon,NA,NA,hospital,accepted,99,manual,alias match: 'centre hospitalier rgional universitaire de besanon' → 'CHU de Besançon',CHU de Besançon,1
"SOD Medicina e Cardiologia Geriatrica, Centro per lo Studio della Sincope - Universit degli Studi di Firenze-AOUCareggi",Azienda Ospedaliero-Universitaria Careggi,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'sod medicina e cardiologia geriatrica centro per lo studio della sincope - universit degli studi di firenze-aoucareggi' → 'Azienda Ospedaliero-Universitaria Careggi',Azienda Ospedaliero-Universitaria Careggi,1
Ministry of Infrastructure and the Environment,Ministry Of Infrastructure And The Environment,NA,NA,public_body,accepted,99,llm_reviewed,alias match: 'ministry of infrastructure and the environment' → 'Ministry Of Infrastructure And The Environment',Ministry Of Infrastructure And The Environment,1
"Danderyds Hospital, Department of Clinical Sciences, Division of Orthopaedics",Danderyds sjukhus,NA,NA,hospital,accepted,95,final_family_map,entity-family match: danderyds clinical orthopaedics hospital → 'Danderyds sjukhus',Danderyds sjukhus,1
Kliniken Krnan Urology Centre,Kliniken Krnan Urology Centre,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'kliniken krnan urology centre' → 'Kliniken Krnan Urology Centre',Kliniken Krnan Urology Centre,1
University of Oxford Clinical Trials  Research Governance,University Of Oxford,NA,NA,academic,accepted,95,final_family_map,entity-family match: oxford clinical trials governance university → 'University Of Oxford',University Of Oxford,1
Heidi Mkinen,NA,NA,NA,unknown,unknown,0,NA,no reliable sponsor match,Heidi Mkinen,1
"Rigshospitalet, 2032",Rigshospitalet,Rigshospitalet,Rigshospitalet,hospital,accepted,98,manual,alias match: 'rigshospitalet' → 'Rigshospitalet',Rigshospitalet,1
Dra. Carmen Gmez Vaquero Servicio de Reumatologa del Hospital Universiari de Bellvitge - Idibell,IDIBELL - Institut d'Investigació Biomèdica de Bellvitge,NA,NA,academic,accepted,94,manual,alias match: 'idibell' → 'IDIBELL - Institut d'Investigació Biomèdica de Bellvitge',IDIBELL - Institut d'Investigació Biomèdica de Bellvitge,1
Drug Delivery Solutions ApS,Drug Delivery Solutions,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'drug delivery solutions aps' → 'Drug Delivery Solutions',Drug Delivery Solutions,1
Procter and Gamble,Procter & Gamble,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'procter and gamble' → 'Procter & Gamble',Procter & Gamble,1
Gloucestershire Hospitals NHS Foundation Trust and,Gloucestershire Hospitals NHS Foundation Trust,NA,NA,hospital,accepted,100,containment:llm_reviewed,alias containment: 'gloucestershire hospitals nhs foundation trust' → 'Gloucestershire Hospitals NHS Foundation Trust',Gloucestershire Hospitals NHS Foundation Trust,1
"Menlo Therapeutics, Inc.",Menlo Therapeutics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'menlo therapeutics inc' → 'Menlo Therapeutics',Menlo Therapeutics,1
CASA SOLLIEVO DELLA SOFFERENZA IRCCS,Fondazione Casa Sollievo della Sofferenza Opera di San Pio da Pietrelcina Ospedale IRCCS,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'casa sollievo della sofferenza irccs' → 'Fondazione Casa Sollievo della Sofferenza Opera di San Pio da Pietrelcina Ospedale IRCCS',Fondazione Casa Sollievo della Sofferenza Opera di San Pio da Pietrelcina Ospedale IRCCS,1
Stellaris Pharmaceuticals ApS,Stellaris Pharmaceuticals,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'stellaris pharmaceuticals aps' → 'Stellaris Pharmaceuticals',Stellaris Pharmaceuticals,1
Fundacin Investigacin Sanitaria en Len,Fundación de Investigación Sanitaria en León,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'fundacin investigacin sanitaria en len' → 'Fundación de Investigación Sanitaria en León',Fundación de Investigación Sanitaria en León,1
Ospedale San Raffaele s.r.l.,Ospedale San Raffaele,Ospedale San Raffaele,Ospedale San Raffaele,hospital,accepted,98,manual,alias match: 'ospedale san raffaele' → 'Ospedale San Raffaele',Ospedale San Raffaele,1
Medical University of Graz - Division of Endocrinology and Metabolism,Medical University Of Graz,Medical University Of Graz,Medical University Of Graz,hospital,accepted,99,llm_reviewed,alias match: 'medical university of graz - division of endocrinology and metabolism' → 'Medical University Of Graz',Medical University Of Graz,1
"Research Programs Unit, Diabetes  Obesity, University of Helsinki",University of Helsinki,NA,NA,hospital,accepted,95,final_family_map,entity-family match: programs diabetes obesity helsinki university → 'University of Helsinki',University of Helsinki,1
"Dra. Antnia Dalmau i Llitjs. Servicio de Anestesia, Reanimacin y Teraputica del Dolor del HUB-Idibell",IDIBELL - Institut d'Investigació Biomèdica de Bellvitge,NA,NA,academic,accepted,100,containment:manual,alias containment: 'idibell' → 'IDIBELL - Institut d'Investigació Biomèdica de Bellvitge',IDIBELL - Institut d'Investigació Biomèdica de Bellvitge,1
HOSPICES CIVILS DELYON,Hospices Civils de Lyon,Hospices Civils de Lyon,Hospices Civils de Lyon,hospital,accepted,99,llm_reviewed,alias match: 'hospices civils delyon' → 'Hospices Civils de Lyon',Hospices Civils de Lyon,1
Sidney kimmel Comprehensive Cancer Center at Johns Hopkins,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'sidney kimmel comprehensive cancer center at johns hopkins' → 'Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins',Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,1
Epsom and St Helier University Hospitals NHS Trust RD Dpt,Epsom and St Helier University Hospitals NHS Trust,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'epsom and st helier university hospitals nhs trust rd dpt' → 'Epsom and St Helier University Hospitals NHS Trust',Epsom and St Helier University Hospitals NHS Trust,1
Helsinki UNiversity Central Hospital / Helsinki University Central Hospital,HUS - Helsinki University Hospital,NA,NA,hospital,accepted,95,final_family_map,entity-family match: helsinki central hospital → 'HUS - Helsinki University Hospital',HUS - Helsinki University Hospital,1
Dr. Daniel Podzamczer Palter Unidad de VIH. Servicio de Enfermedades Infecciosas. Hospital de Bellvitge.,Hospital Universitari de Bellvitge - IDIBELL,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'dr daniel podzamczer palter unidad de vih servicio de enfermedades infecciosas hospital de bellvitge' → 'Hospital Universitari de Bellvitge - IDIBELL',Hospital Universitari de Bellvitge - IDIBELL,1
"Chelsea Therapeutics, Incorporated",Chelsea Therapeutics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'chelsea therapeutics incorporated' → 'Chelsea Therapeutics',Chelsea Therapeutics,1
ALK-Abello A/S,ALK-Abello,ALK-Abello,ALK-Abello,industry,accepted,98,manual,alias match: 'alk-abello' → 'ALK-Abello',ALK-Abello,1
ISTITUTI FISIOTERAPICI OSPITALIERI - IRE,ISTITUTI FISIOTERAPICI OSPITALIERI - IRE,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'istituti fisioterapici ospitalieri - ire' → 'ISTITUTI FISIOTERAPICI OSPITALIERI - IRE',ISTITUTI FISIOTERAPICI OSPITALIERI - IRE,1
Cristina Fernandez Prez,Cristina Fernandez Prez,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'cristina fernandez prez' → 'Cristina Fernandez Prez',Cristina Fernandez Prez,1
Laboratoires THA,Laboratoires Thea,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'laboratoires tha' → 'Laboratoires Thea',Laboratoires Thea,1
CHIESI FARMACEUTICI SPA,Chiesi Farmaceutici,Chiesi Farmaceutici,Chiesi Farmaceutici,industry,accepted,99,manual,alias match: 'chiesi farmaceutici spa' → 'Chiesi Farmaceutici',Chiesi Farmaceutici,1
"Shionogi  Co., Ltd",Shionogi,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'shionogi co ltd' → 'Shionogi',Shionogi,1
Fondazione IRCCS Istituto Nazionale dei Tumori di Milano,IRCCS Istituto Nazionale dei Tumori,NA,NA,foundation,accepted,99,llm_reviewed,alias match: 'fondazione irccs istituto nazionale dei tumori di milano' → 'IRCCS Istituto Nazionale dei Tumori',IRCCS Istituto Nazionale dei Tumori,1
Folktandvrden stergtland,Landstinget i Östergötland,NA,NA,public_body,accepted,99,llm_reviewed,alias match: 'folktandvrden stergtland' → 'Landstinget i Östergötland',Landstinget i Östergötland,1
The University of Edinburgh / NHS Lothian,The University Of Edinburgh / NHS Lothian,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'the university of edinburgh / nhs lothian' → 'The University Of Edinburgh / NHS Lothian',The University Of Edinburgh / NHS Lothian,1
Medical University of Vienna / Medizinische Universitt Wien,Medical University Of Vienna,Medical University Of Vienna,Medical University Of Vienna,hospital,accepted,99,llm_reviewed,alias match: 'medical university of vienna / medizinische universitt wien' → 'Medical University Of Vienna',Medical University Of Vienna,1
"Ardelyx, Inc.",Ardelyx,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'ardelyx inc' → 'Ardelyx',Ardelyx,1
Pharmaxis Limited,Pharmaxis,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'pharmaxis limited' → 'Pharmaxis',Pharmaxis,1
"Department of Neurology, Academic Medical Center",Amsterdam UMC,Amsterdam UMC,Amsterdam UMC,hospital,accepted,98,manual,alias match: 'academic medical center' → 'Amsterdam UMC',Amsterdam UMC,1
Research in Real-Life Ltd,Research in Real-Life,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'research in real-life ltd' → 'Research in Real-Life',Research in Real-Life,1
Szpital im. Jana Pawla II,Szpital im. Jana Pawla II,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'szpital im jana pawla ii' → 'Szpital im. Jana Pawla II',Szpital im. Jana Pawla II,1
"Sapienza, University of Rome",Sapienza University of Rome,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'sapienza university of rome' → 'Sapienza University of Rome',Sapienza University of Rome,1
Liverpool Womens NHSFT / University of Liverpool,University of Liverpool,NA,NA,academic,accepted,95,final_family_map,entity-family match: liverpool womens nhsft university|liverpool university → 'University of Liverpool',University of Liverpool,1
Dr. Benedicto Crespo. Servicio Psiquiatra. Hospital Universitario Marqus de Valdecilla/IDIVAL,Dr. Benedicto Crespo. Servicio Psiquiatra. Hospital Universitario Marqus de Valdecilla/IDIVAL,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'dr benedicto crespo servicio psiquiatra hospital universitario marqus de valdecilla/idival' → 'Dr. Benedicto Crespo. Servicio Psiquiatra. Hospital Universitario Marqus de Valdecilla/IDIVAL',Dr. Benedicto Crespo. Servicio Psiquiatra. Hospital Universitario Marqus de Valdecilla/IDIVAL,1
Antoni van Leeuwenhoek ziekenhuis,Stichting Het Nederlands Kanker Instituut-Antoni Van Leeuwenhoek Ziekenhuis,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'antoni van leeuwenhoek ziekenhuis' → 'Stichting Het Nederlands Kanker Instituut-Antoni Van Leeuwenhoek Ziekenhuis',Stichting Het Nederlands Kanker Instituut-Antoni Van Leeuwenhoek Ziekenhuis,1
Ocera Therapeutics Inc,Ocera Therapeutics,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'ocera therapeutics inc' → 'Ocera Therapeutics',Ocera Therapeutics,1
Hansa Medical AB / Hansa Medical AB,Hansa Biopharma,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'hansa medical ab / hansa medical ab' → 'Hansa Biopharma',Hansa Biopharma,1
FUNDACION PARA LA INVESTIGACION BIOMEDICA DEL HOSPITAL UNIVERSITARIO PRINCIPE DE ASTURIAS,Fundacin Investigacin Biomdica Hospital Prncipe de Asturias,NA,NA,hospital,accepted,99,llm_reviewed,alias match: 'fundacion para la investigacion biomedica del hospital universitario principe de asturias' → 'Fundacin Investigacin Biomdica Hospital Prncipe de Asturias',Fundacin Investigacin Biomdica Hospital Prncipe de Asturias,1
Department of experimental and clincial medicine F. Magrassi,Department of experimental and clincial medicine F. Magrassi,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'department of experimental and clincial medicine f magrassi' → 'Department of experimental and clincial medicine F. Magrassi',Department of experimental and clincial medicine F. Magrassi,1
Menzies Research Institute Tasmania,Menzies Institute of Medical Research University of Tasmania,NA,NA,unknown,review,84,euctr_email_domain:dhhs.tas.gov.au,alias match: 'menzies research institute tasmania' → 'Menzies Institute of Medical Research University of Tasmania',Menzies Institute of Medical Research University of Tasmania,1
Goethe-University Frankfurt,Goethe-Universität Frankfurt am Main,NA,NA,academic,accepted,95,final_family_map,entity-family match: goethe frankfurt university → 'Goethe-Universität Frankfurt am Main',Goethe-Universität Frankfurt am Main,1
Pierre Fabre Mdicament represented by the Institut de Recherche Pierre Fabre IRPF,Pierre Fabre,Pierre Fabre,Pierre Fabre,industry,accepted,95,manual,alias match: 'pierre fabre' → 'Pierre Fabre',Pierre Fabre,1
Pharmacyclics,Pharmacyclics,NA,NA,unknown,review,84,euctr_email_domain:pcyc.com,alias match: 'pharmacyclics' → 'Pharmacyclics',Pharmacyclics,1
"Ruprecht-Karls-University Heidelberg, Med Faculty represented by University Clinic HD and its Comm. Director",Heidelberg University,NA,NA,unknown,accepted,98,llm_reviewed,alias match: 'ruprecht-karls-university heidelberg' → 'Heidelberg University',Heidelberg University,1
"Rigshospitalet, 2121",Rigshospitalet,Rigshospitalet,Rigshospitalet,hospital,accepted,98,manual,alias match: 'rigshospitalet' → 'Rigshospitalet',Rigshospitalet,1
"Essen University Hospital, University of Essen, Klinik fr Allgemein-,  Viszeral- und Transplantationschirugie",NA,NA,NA,NA,review,92,final_family_map,ambiguous entity-family match: essen allgemein viszeral und transplantationschirugie hospital,Essen University Hospital,1
CESAR Central European Society for Anticancer Drug Research - EWIV,CESAR Central European Society for Anticancer Drug Research - EWIV,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'cesar central european society for anticancer drug research - ewiv' → 'CESAR Central European Society for Anticancer Drug Research - EWIV',CESAR Central European Society for Anticancer Drug Research - EWIV,1
Mabion SA,Mabion,NA,NA,unknown,accepted,99,llm_reviewed,alias match: 'mabion sa' → 'Mabion',Mabion,1
