"register","raw","normalised","n_trials","changed"
"CTIS","Spain / Germany / Belgium","Belgium / Germany / Spain",2,TRUE
"CTIS","Spain / Germany / Belgium / Italy","Belgium / Germany / Italy / Spain",2,TRUE
"CTIS","Spain / Germany / Czechia","Czech Republic / Germany / Spain",2,TRUE
"CTIS","Spain / Germany / Czechia / Poland","Czech Republic / Germany / Poland / Spain",2,TRUE
"CTIS","Spain / Germany / France / Italy","France / Germany / Italy / Spain",2,TRUE
"CTIS","Spain / Germany / France / Netherlands","France / Germany / Netherlands / Spain",2,TRUE
"CTIS","Spain / Germany / Italy","Germany / Italy / Spain",2,TRUE
"CTIS","Spain / Germany / Italy / France","France / Germany / Italy / Spain",2,TRUE
"CTIS","Spain / Germany / Italy / France / Poland","France / Germany / Italy / Poland / Spain",2,TRUE
"CTIS","Spain / Germany / Poland / Italy","Germany / Italy / Poland / Spain",2,TRUE
"CTIS","Spain / Greece / Bulgaria","Bulgaria / Greece / Spain",2,TRUE
"CTIS","Spain / Italy / Germany / Belgium","Belgium / Germany / Italy / Spain",2,TRUE
"CTIS","Spain / Italy / Greece","Greece / Italy / Spain",2,TRUE
"CTIS","Spain / Italy / Netherlands","Italy / Netherlands / Spain",2,TRUE
"CTIS","Spain / Italy / Portugal","Italy / Portugal / Spain",2,TRUE
"CTIS","Spain / Netherlands / Italy","Italy / Netherlands / Spain",2,TRUE
"CTIS","Spain / Netherlands / Poland","Netherlands / Poland / Spain",2,TRUE
"CTIS","Spain / Poland / Germany / France","France / Germany / Poland / Spain",2,TRUE
"CTIS","Spain / Poland / Italy / Germany","Germany / Italy / Poland / Spain",2,TRUE
"CTIS","Spain / Portugal / Italy / Poland","Italy / Poland / Portugal / Spain",2,TRUE
"CTIS","Spain / Romania / Germany","Germany / Romania / Spain",2,TRUE
"CTIS","Sweden / Denmark / Norway","Denmark / Norway / Sweden",2,TRUE
"CTIS","Sweden / France","France / Sweden",2,TRUE
"CTIS","Sweden / Germany","Germany / Sweden",2,TRUE
"CTIS","Sweden / Norway / Denmark","Denmark / Norway / Sweden",2,TRUE
"CTIS","Austria / Belgium / Denmark / Germany / Spain / Italy","Austria / Belgium / Denmark / Germany / Italy / Spain",1,TRUE
"CTIS","Austria / Belgium / Netherlands / Sweden / France / Spain","Austria / Belgium / France / Netherlands / Spain / Sweden",1,TRUE
