brand_name_clean,substance_clean
symcor base tts,tiamenidine
symjepi,epinephrine
symkevi,tezacaftor;ivacaftor
symlin,pramlintide acetate
symlinpen,pramlintide acetate
symmetrel,amantadine hydrochloride
sympatens-peg/4000 g,polyethylene glycol 4000
sympazan,clobazam
symplotan,tinidazole
symproic,naldemedine tosylate
symtuza,darunavir;cobicistat;emtricitabine;tenofovir alafenamide
synacort,hydrocortisone
synacthen,cosyntropin
synacthen depot,cosyntropin
synagis,palivizumab
synagis abbosynagis,palivizumab
synalar,fluocinolone acetonide
synalar fte,fluocinolone acetonide
synalar-c,fluocinolone acetonide
synalar-hp,fluocinolone acetonide
synalar-n,fluocinolone acetonide
synandone,fluocinolone acetonide
synarel,nafarelin acetate
synastone,methadone hydrochloride
synclotin,cephalothin sodium
syncurine,decamethonium bromide
syndros,dronabinol
synedil,sulpiride
synercid,quinupristin/dalfopristin
synervit-d3,cholecalciferol
synestrol,dienestrol
synflex,naproxen sodium
synflorix,pneumococcal polysaccharide serotype 23f;pneumococcal polysaccharide serotype 4;pneumococcal polysaccharide serotype 5;pneumococcal polysaccharide serotype 6b;pneumococcal polysaccharide serotype 7f;pneumococcal polysaccharide serotype 9v;pneumococcal polysaccharide serotype 1;pneumococcal polysaccharide serotype 14;pneumococcal polysaccharide serotype 18c;pneumococcal polysaccharide serotype 19f
syngestrone,progesterone
syngestrotabs,ethisterone
synjardy,empagliflozin;metformin
synkayvite,menadiol sodium diphosphate
synophylate,theophylline sodium glycinate
synordia,fenofibrate;metformin
synribo,omacetaxine mepesuccinate
syntaris,flunisolide
syntaris hayfever,flunisolide
syntexan,dimethyl sulfoxide
synthetic conjugated estrogens a,"estrogens, conjugated synthetic a"
"synthetic conjugated estrogens, b","synthetic conjugated estrogens, b"
synthroid,levothyroxine sodium
syntocinon,oxytocin
syntometrine,oxytocin
syprine,trientine hydrochloride
syprol,propranolol hydrochloride
syraprim,trimethoprim
syrisal,sodium chloride
syscor mr 10,nisoldipine
syscor mr 20,nisoldipine
syscor mr 30,nisoldipine
sytron,sodium feredetate
syvazul btv,"inactivated bluetongue virus, serotype 1, strain alg2006/01 e1;inactivated bluetongue virus, serotype 4, strain btv-4/spa-1/2004;inactivated bluetongue virus, serotype 8, strain bel2006/01"
syvazul btv 3,"bluetongue virus, serotype 3, btv-3/net2023, inactivated"
t-phyl,theophylline
t-stat,erythromycin
t.f.t.,trifluridine
tab-profen,ibuprofen
tabalumab,tabalumab
tabasan,ephedrine hydrochloride
tabelecleucel,tabelecleucel
tabex,cytisinicline
table salt,sodium chloride
tabloid,thioguanine
tabphyn mr,tamsulosin hydrochloride
tabrecta,capmatinib dihydrochloride monohydrate
tacaryl,methdilazine hydrochloride
tace,chlorotrianisene
tacedinaline,tacedinaline
tacef,cefmenoxime hydrochloride
tacforius,tacrolimus monohydrate
tachosil,human fibrinogen;human thrombin
tachyrol,dihydrotachysterol
tacni,tacrolimus
tacrine,tacrine
tacrine hydrochloride,tacrine hydrochloride
tacrolimus,tacrolimus
tactress,tamtuvetmab
tadalafil,tadalafil
tadalafil component of entadfi,tadalafil
tadalafil component of opsynvi,tadalafil
tadalafil lilly,tadalafil
tadalafil mylan,tadalafil
tadliq,tadalafil
tadocizumab,tadocizumab
tafamidis,tafamidis
tafamidis meglumine,tafamidis meglumine
tafasitamab,tafasitamab
tafenoquine,tafenoquine
tafenoquine succinate,tafenoquine succinate
tafinlar,dabrafenib mesilate
tafluprost,tafluprost
tagadine,cimetidine
tagamet,cimetidine
tagamet 100,cimetidine
tagamet hb,cimetidine
tagamet hb 200,cimetidine
tagitol v,barium sulfate
tagraxofusp,tagraxofusp
tagrisso,osimertinib mesilate
tagtociclib,tegtociclib
tahor,atorvastatin
takecab,vonoprazan
takhzyro,lanadelumab
talabostat,talabostat
talabostat mesylate,talabostat mesylate
talactoferrin alfa,talactoferrin alfa
taladegib,taladegib
talamo,amobarbital sodium
talampicillin,talampicillin
talaporfin sodium,talaporfin sodium
talarozole,talarozole
talazoparib,talazoparib
talazoparib tosylate,talazoparib tosylate
talc,talc
taldefgrobep alfa,taldefgrobep alfa
talditercept alfa,taldefgrobep alfa
taleranol,taleranol
taletrectinib,taletrectinib
taletrectinib adipate,taletrectinib adipate
talfirastide,talfirastide
talidex,thalidomide
taliglucerase alfa,taliglucerase alfa
talimogene laherparepvec,talimogene laherparepvec
talinexomer,talinexomer
talisomycin,talisomycin
talizumab,talizumab
talmanco (previously tadalafil generics),tadalafil
talmapimod,talmapimod
talmetacin,talmetacin
talniflumate,talniflumate
talosalate,talosalate
talotrexin ammonium,talotrexin ammonium
taloxa,felbamate
talquetamab,talquetamab
taltobulin,taltobulin
taltz,ixekizumab
talusin,proscillaridin
taluvian,apomorphine hydrochloride
talvey,talquetamab
talwin,pentazocine lactate
talwin 50,pentazocine hydrochloride
talzenna,talazoparib
tambocor,flecainide acetate
tameridone,tameridone
tamfrex xl,tamsulosin hydrochloride
tamibarotene,tamibarotene
tamiflu,oseltamivir
tamofen,tamoxifen citrate
tamogel,afimoxifene
tamoxifen,tamoxifen
tamoxifen citrate,tamoxifen citrate
tampovagan,diethylstilbestrol
tamsulosin,tamsulosin
tamsulosin hydrochloride,tamsulosin hydrochloride
tamsulosin hydrochloride component of jalyn,tamsulosin hydrochloride
tamtuvetmab,tamtuvetmab
tamurex,tamsulosin hydrochloride
tamuzimod,tamuzimod
tanaproget,tanaproget
tanatril,imidapril
tandearil,oxyphenbutazone
tandemact,pioglitazone;glimepiride
tanderil,oxyphenbutazone
tanderil chloramphen,oxyphenbutazone
tandospirone,tandospirone
tandutinib,tandutinib
tanespimycin,tanespimycin
tanezumab,tanezumab
tanfanercept,tanfanercept
taniborbactam,taniborbactam
taniborbactam hydrochloride,taniborbactam hydrochloride
taniraleucel,taniraleucel
tannic acid component of depinar,tannic acid
tannic acid component of oc-108,tannic acid
tanomastat,tanomastat
tantum,benzydamine hydrochloride
tanzisertib,tanzisertib
tapazole,methimazole
tapclob,clobazam
tapentadol,tapentadol
tapinarof,tapinarof
tapotoclax,tapotoclax
taprenepag,taprenepag
taprenepag isopropyl,taprenepag isopropyl
tarabine pfs,cytarabine
taractan,chlorprothixene
taranabant,taranabant
tarceva,erlotinib
tarcocimab,tarcocimab
tarcocimab tedromer,tarcocimab tedromer
tardcaps xl,venlafaxine
tardisc xl,isosorbide mononitrate
tarenflurbil,tarenflurbil
tarextumab,tarextumab
targaxan,rifaximin
targocid,teicoplanin
targretin,bexarotene
targretine,bexarotene
taribavirin hydrochloride,taribavirin hydrochloride
tariquidar,tariquidar
tarivid,ofloxacin
tarivid 400,ofloxacin
tarivid i.v.,ofloxacin
tarlatamab,tarlatamab
tarodent,chlorhexidine gluconate
tarperprumig,tarperprumig
tarpeyo,budesonide
tartaric acid component of baros,tartaric acid
tasadenoturev,tasadenoturev
tascenso odt,fingolimod lauryl sulfate
taselisib,taselisib
tasermity,sevelamer hydrochloride
tasidotin hydrochloride,tasidotin hydrochloride
tasigna,nilotinib
tasimelteon,tasimelteon
tasipimidine,tasipimidine
tasipimidine sulfate,tasipimidine sulfate
tasisulam sodium,tasisulam sodium
tasmaderm,motretinide
tasmar,tolcapone
tasonermin,tasonermin
tasosartan,tasosartan
taspoglutide,taspoglutide
tatum-t,copper
taumasthman,ephedrine hydrochloride
taurolidine component of defencath,taurolidine
taurolidine component of taurolock,taurolidine
taurursodiol,taurursodiol
taurursodiol component of relyvrio,taurursodiol
tauvid,flortaucipir (18f)
tavaborole,tavaborole
tavalisse,fostamatinib disodium
tavanic,levofloxacin
tavapadon,tavapadon
tavegil,clemastine fumarate
tavilermide,tavilermide
tavist,clemastine fumarate
tavist-1,clemastine fumarate
tavlesse,fostamatinib disodium
tavneos,avacopan
tavo,tavokinogene telseplasmid
tavokinogene telseplasmid,tavokinogene telseplasmid
tavolimab,tavolimab
taxceus,docetaxel
taxespira (previously docetaxel hospira uk limited ),docetaxel trihydrate
taxol,paclitaxel
taxol 100,paclitaxel
taxotere,docetaxel
tazarotene,tazarotene
tazarotene component of duobrii,tazarotene
tazarotene component of idp-118,tazarotene
tazemetostat,tazemetostat
tazemetostat hydrobromide,tazemetostat hydrobromide
tazicef,ceftazidime
tazidime,ceftazidime
tazobactam,tazobactam
tazobactam sodium,tazobactam sodium
tazobactam sodium component of zerbaxa,tazobactam sodium
tazobactam sodium component of zosyn,tazobactam sodium
tazocillin,tazobactam sodium
tazofelone,tazofelone
tazorac,tazarotene
taztia xt,diltiazem hydrochloride
tazverik,tazemetostat hydrobromide
tc 99m generator,sodium pertechnetate tc 99m
tears naturale,hypromellose
tebanicline tosylate,tebanicline tosylate
tebe,protheobromine
tebentafusp,tebentafusp
tebipenem pivoxil,tebipenem pivoxil
tebipenem pivoxil hydrobromide,tebipenem pivoxil hydrobromide
tebrazid,pyrazinamide
tebufelone,tebufelone
tebuquine,tebuquine
tecadenoson,tecadenoson
tecalcet hydrochloride,tecalcet hydrochloride
tecarfarin,tecarfarin
tecarfarin sodium,tecarfarin sodium
tecartus,autologous peripheral blood t cells cd4 and cd8 selected and cd3 and cd28 activated transduced with retroviral vector expressing anti-cd19 cd28/cd3-zeta chimeric antigen receptor and cultured (brexucabtagene autoleucel)
tecastemizole,tecastemizole
teceleukin,teceleukin
tecelra,afamitresgene autoleucel
tecemotide,tecemotide
tecentriq,atezolizumab
tecfidera,dimethyl fumarate
technecoll,technetium tc 99m sulfur colloid
technegas kit,technetium tc-99m labeled carbon
technelite,sodium pertechnetate tc 99m
technescan,technetium tc 99m oxidronate
technescan gluceptate,technetium tc 99m gluceptate
technescan hdp,technetium tc 99m oxidronate
technescan hida,technetium tc 99m lidofenin
technescan maa,technetium tc 99m albumin aggregated
technescan mag3,technetium tc 99m mertiatide
technescan pyp kit,technetium tc 99m pyrophosphate
technescan sulfur colloid,technetium tc 99m sulfur colloid
technetium (99mtc) technegas,technetium tc-99m
technetium tc 99m albumin aggregated,technetium tc 99m albumin aggregated
technetium tc 99m apcitide,technetium (99mtc) apcitide
technetium tc 99m bicisate,technetium tc 99m bicisate
technetium tc 99m diphosphonate-tin kit,technetium tc 99m etidronate
technetium tc 99m etarfolatide,technetium (99mtc) etarfolatide
technetium tc 99m exametazime,technetium tc 99m exametazime
technetium tc 99m fanolesomab,technetium tc 99m fanolesomab
technetium tc 99m furifosmin,technetium tc 99m furifosmin
technetium tc 99m generator,sodium pertechnetate tc 99m
technetium tc 99m lidofenin,technetium tc 99m lidofenin
technetium tc 99m maa,technetium tc 99m albumin aggregated
technetium tc 99m mebrofenin,technetium tc 99m mebrofenin
technetium tc 99m mertiatide,technetium tc 99m mertiatide
technetium tc 99m mertiatide kit,technetium tc 99m mertiatide
technetium tc 99m mpi mdp,technetium tc 99m medronate
technetium tc 99m red blood cells,technetium tc 99m red blood cells
technetium tc 99m sestamibi,technetium tc 99m sestamibi
technetium tc 99m sulfur colloid,technetium tc 99m sulfur colloid
technetium tc 99m teboroxime,technetium tc 99m teboroxime
technetium tc 99m tilmanocept,technetium tc 99m tilmanocept
technetium tc 99m trofolastat chloride,technetium tc-99m trofolastat chloride
technetium tc 99m tsc,technetium tc 99m sulfur colloid
technetium tc-99m mebrofenin,technetium tc 99m mebrofenin
technetium tc-99m pentetate kit,technetium tc 99m pentetate
technetium tc-99m sestamibi,technetium tc 99m sestamibi
teclistamab,teclistamab
teclozan,teclozan
tecnemab k1,anti-melanoma mab fragments
tecogalan sodium,tecogalan sodium
tecovirimat,tecovirimat
tecovirimat siga,tecovirimat
tecvayli,teclistamab
tedatioxetine,tedatioxetine
tedisamil,tedisamil
tedisamil sesquifumarate,tedisamil sesquifumarate
tedizolid,tedizolid
tedizolid phosphate,tedizolid phosphate
tedral,ephedrine hydrochloride
tedral sa,ephedrine hydrochloride
tedromer,tedromer
teduglutide,teduglutide
teduglutide viatris,teduglutide
teebacin,aminosalicylate sodium
tefibazumab,tefibazumab
teflaro,ceftaroline fosamil
teflox,temafloxacin hydrochloride
teflox 400,temafloxacin hydrochloride
teflurane,teflurane
tegafur,tegafur
tegafur component of s-1,tegafur
tegafur component of teysuno,tegafur
tegafur component of ts-1,tegafur
tegaserod,tegaserod
tegaserod maleate,tegaserod maleate
tegison,etretinate
teglarinad chloride,teglarinad chloride
teglutik,riluzole
tegobuvir,tegobuvir
tegopen,cloxacillin sodium
tegretol,carbamazepine
tegretol chewtab,carbamazepine
tegretol prolonged release,carbamazepine
tegretol xr,carbamazepine
tegretol-xr,carbamazepine
tegsedi,inotersen sodium
tegtociclib,tegtociclib
tegusept,triclosan
teicoplanin,teicoplanin
teizeild,teplizumab
tekinex,omacetaxine mepesuccinate
tekturna,aliskiren
telacebec,telacebec
telaglenastat,telaglenastat
telaglenastat hydrochloride,telaglenastat hydrochloride
telaprevir,telaprevir
telapristone acetate,telapristone acetate
telavancin hydrochloride,telavancin hydrochloride
telbermin,telbermin
telbivudine,telbivudine
telcagepant,telcagepant
telcagepant potassium,telcagepant potassium
telcyta,canfosfamide hydrochloride
teldrin,chlorpheniramine maleate
telepaque,iopanoic acid
telfast,fexofenadine
telfast 120,fexofenadine hydrochloride
telfast 180,fexofenadine hydrochloride
telfast 30,fexofenadine hydrochloride
telinavir,telinavir
telintra,ezatiostat hydrochloride
telisotuzumab,telisotuzumab
telisotuzumab vedotin,telisotuzumab vedotin
telithromycin,telithromycin
tellodont,thymol
tellora,thymol
telmapitant,telmapitant
telmintic,mebendazole
telmisartan,telmisartan
telmisartan actavis,telmisartan
telmisartan component of kinzalkomb,telmisartan
telmisartan component of micardis hct,telmisartan
telmisartan component of micardisplus,telmisartan
telmisartan component of onduarp,telmisartan
telmisartan component of pritorplus,telmisartan
telmisartan component of tolucombi,telmisartan
telmisartan component of twynsta,telmisartan
telmisartan teva,telmisartan
telmisartan teva pharma,telmisartan
telomelysin,suratadenoturev
telotristat,telotristat
telotristat ethyl,telotristat ethyl
telotristat etiprate,telotristat etiprate
teludipine,teludipine
telzir,fosamprenavir calcium
temafloxacin,temafloxacin
temafloxacin hydrochloride,temafloxacin hydrochloride
temanogrel,temanogrel
temanogrel hydrochloride,temanogrel hydrochloride
temaril,trimeprazine tartrate
tematropium methylsulfate,tematropium methylsulfate
temavirsen,temavirsen
temaz,temazepam
temazepam,temazepam
tembexa,brincidofovir
temefos,temefos
temelastine,temelastine
temesta,lorazepam
temetex,diflucortolone
temgesic,buprenorphine
temocapril,temocapril
temocillin,temocillin
temodal,temozolomide
temodar,temozolomide
temodox,temodox
temomedac,temozolomide
temoporfin,temoporfin
temovate,clobetasol propionate
temovate e,clobetasol propionate
temozolomide,temozolomide
temozolomide accord,temozolomide
temozolomide hexal,temozolomide
temozolomide sandoz,temozolomide
temozolomide sun,temozolomide
temozolomide teva,temozolomide
temsavir,temsavir
temsirolimus,temsirolimus
temtokibart,temtokibart
temurtide,temurtide
temuterkib,temuterkib
temuterkib mesylate,temuterkib mesylate
temybric ellipta,fluticasone furoate;umeclidinium bromide;vilanterol trifenatate
ten-k,potassium chloride
tenapanor,tenapanor
tenapanor component of rdx-013,tenapanor
tenapanor component of rdx013,tenapanor
tenapanor hydrochloride,tenapanor hydrochloride
tenathan,bethanidine sulfate
tenavoid,meprobamate
tenecteplase,tenecteplase
tenecteplase boehringer ingelheim pharma gmbh co. kg,tenecteplase
teneliximab,teneliximab
tenex,guanfacine hydrochloride
tenidap,tenidap
tenifatecan,tenifatecan
teniposide,teniposide
tenkasi (previously orbactiv),oritavancin (diphosphate)
tenkofruse,furosemide
tenkorex,cephalexin
tenkosorb,isosorbide mononitrate
tenofovir,tenofovir
tenofovir alafenamide,tenofovir alafenamide
tenofovir alafenamide fumarate,tenofovir alafenamide fumarate
tenofovir alafenamide fumarate component of biktarvy,tenofovir alafenamide fumarate
tenofovir alafenamide fumarate component of descovy,tenofovir alafenamide fumarate
tenofovir alafenamide fumarate component of genvoya,tenofovir alafenamide fumarate
tenofovir alafenamide fumarate component of odefsey,tenofovir alafenamide fumarate
tenofovir alafenamide fumarate component of symtuza,tenofovir alafenamide fumarate
tenofovir disoproxil component of stribild,tenofovir disoproxil
tenofovir disoproxil fumarate,tenofovir disoproxil fumarate
tenofovir disoproxil fumarate component of atripla,tenofovir disoproxil fumarate
tenofovir disoproxil fumarate component of cimduo,tenofovir disoproxil fumarate
tenofovir disoproxil fumarate component of complera,tenofovir disoproxil fumarate
tenofovir disoproxil fumarate component of delstrigo,tenofovir disoproxil fumarate
tenofovir disoproxil fumarate component of eviplera,tenofovir disoproxil fumarate
tenofovir disoproxil fumarate component of odefsey,tenofovir disoproxil fumarate
tenofovir disoproxil fumarate component of stribild,tenofovir disoproxil fumarate
tenofovir disoproxil fumarate component of symfi,tenofovir disoproxil fumarate
tenofovir disoproxil fumarate component of temixys,tenofovir disoproxil fumarate
tenofovir disoproxil fumarate component of truvada,tenofovir disoproxil fumarate
tenofovir disoproxil mylan,tenofovir disoproxil maleate
tenofovir disoproxil viatris (previously tenofovir disoproxil mylan),tenofovir disoproxil
tenofovir disoproxil zentiva,tenofovir disoproxil phosphate
tenormin,atenolol
tenormin 25,atenolol
tenormin l.s.,atenolol
tenoxicam,tenoxicam
tenprolide xl,quetiapine
tensaid xl,indapamide
tensilon,edrophonium chloride
tensilon preservative free,edrophonium chloride
tensipine mr 10,nifedipine
tensipine mr 20,nifedipine
tensium,diazepam
tensobon,captopril
tensomex,metoprolol tartrate
tenuate,diethylpropion hydrochloride
tenuate dospan,diethylpropion hydrochloride
teoptic,carteolol hydrochloride
tepadina,thiotepa
tepanil,diethylpropion hydrochloride
tepanil ten-tab,diethylpropion hydrochloride
tepezza,teprotumumab
tephine,buprenorphine
tepilamide fumarate,tepilamide fumarate
tepkinly,epcoritamab
teplizumab,teplizumab
tepmetko,tepotinib hydrochloride monohydrate
tepotinib,tepotinib
tepotinib hydrochloride,tepotinib hydrochloride
tepoxalin,tepoxalin
teprasiran,teprasiran
teprasiran sodium,teprasiran sodium
teprosulvose,teprosulvose
teprosulvose calcium,teprosulvose calcium
teprotide,teprotide
teprotumumab,teprotumumab
tepylute,thiotepa
tequin,gatifloxacin
terameprocol,terameprocol
terazol 3,terconazole
terazol 7,terconazole
terazosin,terazosin
terazosin hydrochloride,terazosin hydrochloride
terbasmin,terbutaline sulfate
terbinafine,terbinafine
terbinafine component of osurnia,terbinafine
terbinafine hydrochloride,terbinafine hydrochloride
terbogrel,terbogrel
terbutaline,terbutaline
terbutaline sulfate,terbutaline sulfate
terconazole,terconazole
terevalefim,terevalefim
terfenadine,terfenadine
terfenor,terfenadine
terfenor fte,terfenadine
terfex,terfenadine
terfinax 120,terfenadine
terfinax 60,terfenadine
tergenpumatucel-l,tergenpumatucel-l
teriflunomide,teriflunomide
teriflunomide accord,teriflunomide
teriflunomide mylan,teriflunomide
teriflunomide viatris (previously teriflunomide mylan),teriflunomide
teril,carbamazepine
teril ret,carbamazepine
teriparatide,teriparatide
teriparatide acetate,teriparatide acetate
teriparatide ascend,teriparatide
teriparatide cinnagen,teriparatide
teriparatide sun,teriparatide
terlakiren,terlakiren
terlipressin,terlipressin
terlivaz,terlipressin
terodiline,terodiline
terodiline hydrochloride,terodiline hydrochloride
teromeg,omega-3-acid ethyl esters
teronac,mazindol
teropavimab,teropavimab
teroxirone,teroxirone
terra-cortril nystatin,hydrocortisone
terramycin,oxytetracycline
terrosa,teriparatide
tertroxin,liothyronine sodium
tesaglitazar,tesaglitazar
tesamorelin,tesamorelin
tesamorelin acetate,tesamorelin acetate
tesavel,sitagliptin
tesevatinib,tesevatinib
tesicam,tesicam
tesimide,tesimide
teslac,testolactone
teslascan,mangafodipir trisodium
tesnatilimab,tesnatilimab
tesnol,propranolol hydrochloride
tessalon,benzonatate
tessalon perles,benzonatate
tessie,tasipimidine sulfate
testim,testosterone
testim 1%,testosterone
testoderm,testosterone
testoderm tts,testosterone
testogel,testosterone
testolactone,testolactone
testopatch,testosterone
testopel,testosterone
testoral,testosterone
testosterone,testosterone
testosterone cypionate,testosterone cypionate
testosterone cypionate component of depo-testadiol,testosterone cypionate
testosterone enanthate,testosterone enanthate
testosterone enanthate component of ditate-ds,testosterone enanthate
testosterone ketolaurate,testosterone ketolaurate
testosterone propionate,testosterone propionate
testosterone undecanoate,testosterone undecanoate
testovis,methyltestosterone
testred,methyltestosterone
tesuloid,technetium tc 99m sulfur colloid
tetanus toxoid component of hexacima,tetanus toxoid
tetanus toxoid component of hexavac,tetanus toxoid
tetanus toxoid component of hexyon,tetanus toxoid
tetanus toxoid component of infanrix hepb,tetanus toxoid
tetanus toxoid component of infanrix hexa,tetanus toxoid
tetanus toxoid component of infanrix penta,tetanus toxoid
tetanus toxoid component of primavax,tetanus toxoid
tetanus toxoid component of quintanrix,tetanus toxoid
tetanus toxoid component of triacelluvax,tetanus toxoid
tetanus toxoid component of tritanrix hepb,tetanus toxoid
tetanus toxoid component of vaxelis,tetanus toxoid
tetmodis,tetrabenazine
tetmosol,sulfiram
tetrabenazine,tetrabenazine
tetrabid organon,tetracycline
tetracaine component of pliaglis,tetracaine
tetracaine component of synera,tetracaine
tetracaine hydrochloride,tetracaine hydrochloride
tetracaine hydrochloride component of kovanaze,tetracaine hydrochloride
tetrachel,tetracycline hydrochloride
tetracid,sulfamethizole
tetracosactide,cosyntropin
tetracycline component of pylera,tetracycline
tetracycline hydrochloride,tetracycline hydrochloride
tetracycline hydrochloride component of achromycin,tetracycline hydrochloride
tetracycline hydrochloride component of apt t3x tetracycline tetracycline,tetracycline hydrochloride
tetracycline hydrochloride component of apt-t3x tetracycline tetracycline,tetracycline hydrochloride
tetracycline hydrochloride component of helidac,tetracycline hydrochloride
tetracycline hydrochloride component of pylera,tetracycline hydrochloride
tetracyn,tetracycline hydrochloride
tetrafilcon a,tetrafilcon a
tetralysal 150,lymecycline
tetralysal 300,lymecycline
tetramed,tetracycline hydrochloride
tetramisole,tetramisole
tetraplex,oxytetracycline
tetraxetan,tetraxetan
tetrex,tetracycline phosphate complex
tetrofosmin,tetrofosmin
tetroquinone,tetroquinone
tetroxoprim,tetroxoprim
tetrydamine,tetrydamine
tevabolin,stanozolol
tevagrastim,filgrastim
tevcocin,chloramphenicol
teveten,eprosartan
tevimbra,tislelizumab
texacort,hydrocortisone
teysuno,tegafur;gimeracil;oteracil
tezacaftor,tezacaftor
tezacaftor component of symkevi,tezacaftor
tezacaftor component of trikafta,tezacaftor
tezacitabine,tezacitabine
tezampanel,tezampanel
tezepelumab,tezepelumab
tezruly,terazosin hydrochloride
tezspire,tezepelumab
thalamonal,fentanyl citrate
thalazole,phthalylsulfathiazole
thalidomide,thalidomide
thalidomide bms (previously thalidomide celgene),thalidomide
thalidomide lipomed,thalidomide
thalitone,chlorthalidone
thallous chloride tl 201,thallous chloride tl 201
thalomid,thalidomide
tham,tromethamine
thamicarb,sodium bicarbonate
thean,proxyphylline
theelin,estrone
theical d-3,cholecalciferol
thelin,sitaxentan sodium
thenium closilate,thenium closylate
thenium closylate,thenium closylate
theo-24,theophylline
theo-dur,theophylline
theobid,theophylline
theobid jr.,theophylline
theochron,theophylline
theocin,theophylline
theoclear l.a.-130,theophylline
theoclear l.a.-260,theophylline
theoclear-100,theophylline
theoclear-200,theophylline
theoclear-80,theophylline
theoden,proxyphylline
theofibrate,theofibrate
theograd,theophylline
theolair,theophylline
theolair-sr,theophylline
theolixir,theophylline
theophyl,theophylline
theophyl-225,theophylline
theophyl-sr,theophylline
theophylline,theophylline
theophylline 0.04% and dextrose 5% in plastic container,theophylline
theophylline 0.08% and dextrose 5% in plastic container,theophylline
theophylline 0.16% and dextrose 5% in plastic container,theophylline
theophylline 0.2% and dextrose 5% in plastic container,theophylline
theophylline 0.32% and dextrose 5% in plastic container,theophylline
theophylline 0.4% and dextrose 5% in plastic container,theophylline
theophylline and dextrose 5% in plastic container,theophylline
theophylline component of dicurin procaine,theophylline
theophylline component of mersalyl-,theophylline
theophylline in dextrose 5% in plastic container,theophylline
theophylline-sr,theophylline
theovent,theophylline
thera-gesic,methyl salicylate
therabloat,poloxalene
theraclec,liprotamase
theraderm 10,benzoyl peroxide
theraderm 5,benzoyl peroxide
therafab,as-1403
theragyn,pemtumomab
theralax,bisacodyl
theraloc,nimotuzumab
theralugand,lutetium (177lu) chloride
therex,rg-1550
theriodide,sodium iodide i 131
thermazene,"sulfadiazine, silver"
theroxidil,minoxidil
theryttrex,yttrium (90y) chloride
thiabendazole,thiabendazole
thiacyl,succinylsulfathiazole
thiamine component of vitaped,thiamine
thiamine hydrochloride,thiamine hydrochloride
thiamiprine,thiamiprine
thiamphenicol,thiamphenicol
thiazamide,sulfathiazole
thiethylperazine,thiethylperazine
thiethylperazine maleate,thiethylperazine maleate
thio,ateganosine
thioctacid,"lipoic acid, alpha"
thiocymetin,thiamphenicol
thioguanine,thioguanine
thiola,tiopronin
thiola ec,tiopronin
thionembutal,thiopental sodium
thioplex,thiotepa
thioproperazine,thioproperazine
thioridazine,thioridazine
thioridazine hydrochloride,thioridazine hydrochloride
thioridazine hydrochloride intensol,thioridazine hydrochloride
thiosalan,thiosalan
thiosulfil,sulfamethizole
thiotepa,thiotepa
thiotepa riemser,thiotepa
thiothixene,thiothixene
thiothixene hydrochloride,thiothixene hydrochloride
thiothixene hydrochloride intensol,thiothixene hydrochloride
thiram,thiram
thonzide,thonzonium bromide
thonzonium bromide,thonzonium bromide
thonzonium bromide component of coly-mycin s,thonzonium bromide
thonzylamine,thonzylamine
thorazine,chlorpromazine
thorens,cholecalciferol
thorinane,enoxaparin sodium
thozalinone,thozalinone
threonine,threonine
thrive,nicotine polacrilex
throaties,amylmetacresol
thrombate iii,antithrombin iii human
thrombin alfa,thrombin alfa
thrombomodulin alfa,thrombomodulin alfa
thrombophob,heparin sodium
thwart,salicylic acid
thybon,liothyronine sodium
thymalfasin,thymalfasin
thymanax,agomelatine
thymopentin,thymopentin
thypinone,protirelin
thyquidity,levothyroxine sodium
thyrel trh,protirelin
thyro-block,potassium iodide
thyro-tabs,levothyroxine sodium
thyrogen,thyrotropin alfa
thyroglobulin,thyroglobulin
thyroid,thyroid
thyrosafe,potassium iodide
thyroshield,potassium iodide
thyrotropin alfa,thyrotropin alfa
thytropar,thyrotropin
tiabendazole,thiabendazole
tiacrilast,tiacrilast
tiagabine,tiagabine
tiagabine hydrochloride,tiagabine hydrochloride
tiamate,diltiazem malate
tiamenidine,tiamenidine
tiamex,diltiazem hydrochloride
tiamulin,tiamulin
tiapamil,tiapamil
tiaramide,tiaramide
tiazac,diltiazem hydrochloride
tiazesim,thiazesim
tiazofurin,tiazofurin
tiazuril,tiazuril
tiberal,ornidazole
tibolone,tibolone
tibric acid,tibric acid
tibrofan,tibrofan
tibsovo,ivosidenib
tibulizumab,tibulizumab
ticabesone propionate,ticabesone propionate
ticagrelor,ticagrelor
ticar,ticarcillin disodium
ticarbodine,ticarbodine
ticarcillin,ticarcillin
ticarcillin disodium,ticarcillin disodium
ticarcillin disodium component of timentin,ticarcillin disodium
tice bcg,bcg live
ticlatone,ticlatone
ticlid,ticlopidine hydrochloride
ticlopidine,ticlopidine
ticlopidine hydrochloride,ticlopidine hydrochloride
ticolubant,ticolubant
ticrynafen,ticrynafen
tidembersat,tidembersat
tidhesco,ivosidenib
tidutamab,tidutamab
tiempe,trimethoprim
tienilic acid,ticrynafen
tifacogin,tifacogin
tifaxin xl,venlafaxine
tigan,trimethobenzamide hydrochloride
tigapotide triflutate,tigapotide triflutate
tigason,etretinate
tigecycline,tigecycline
tigecycline accord,tigecycline
tigestol,tigestol
tigilanol tiglate,tigilanol tiglate
tiglic acid 3.alpha.-tropanyl ester,tropigline
tiglutik kit,riluzole
tigolaner,tigolaner
tigozertinib,tigozertinib
tiklid,ticlopidine hydrochloride
